id	class	subclass	sound_override_subclassid	material	displayid	inventorytype	sheatheType	
55195	4	3	-1	5	76419	10	0
55196	12	0	-1	4	44549	0	0
55197	12	0	-1	4	55391	0	0
55198	4	1	-1	7	76505	1	0
55199	12	0	-1	4	9291	0	0
55200	13	0	-1	4	7827	0	0
55201	4	0	-1	3	82218	11	0
55202	4	1	-1	7	83351	16	0
55203	2	0	-1	1	77004	13	3
55204	4	2	-1	8	76446	3	0
55205	4	3	-1	5	76410	5	0
55206	4	1	-1	7	83205	16	0
55207	4	4	-1	6	76748	3	0
55208	12	0	-1	7	17893	0	0
55209	12	0	-1	4	7922	0	0
55210	12	0	-1	4	60990	0	0
55211	12	0	-1	7	30959	0	0
55212	12	0	-1	4	67766	0	0
55213	13	0	-1	4	7827	0	0
55214	12	0	-1	4	67740	0	0
55215	12	0	-1	4	39717	0	0
55216	15	4	-1	3	67770	0	0
55217	15	4	-1	3	67774	0	0
55218	15	4	-1	3	67772	0	0
55219	15	4	-1	3	67773	0	0
55220	12	0	0	2	72224	0	0
55221	12	0	-1	4	67776	0	0
55222	12	0	-1	4	67777	0	0
55223	12	0	-1	4	67788	0	0
55224	2	15	-1	1	67779	13	3
55225	2	4	-1	1	67780	13	3
55226	12	0	-1	1	6700	0	0
55227	12	0	-1	4	45929	0	0
55228	2	10	-1	2	76997	17	2
55229	4	4	-1	6	76376	1	0
55230	12	0	-1	2	67797	0	0
55231	12	0	-1	4	67798	0	0
55232	12	0	-1	4	52981	0	0
55233	12	0	-1	4	21369	0	0
55234	12	0	-1	4	67799	0	0
55235	4	2	-1	8	94279	8	0
55236	4	0	-1	3	82181	11	0
55237	4	0	-1	3	84204	12	0
55238	0	0	-1	4	34432	0	0
55239	12	0	-1	4	67602	0	0
55240	12	0	-1	4	4830	0	0
55241	12	0	-1	4	7148	0	0
55242	12	0	-1	4	4110	0	0
55243	12	0	-1	4	41680	0	0
55244	12	0	-1	4	67807	0	0
55246	2	6	-1	1	76290	17	2
55247	12	0	-1	4	67809	0	0
55248	4	11	-1	2	50664	28	0
55249	4	4	-1	6	76393	7	0
55250	4	0	-1	5	64197	11	0
55251	4	0	-1	3	85915	12	0
55252	2	1	-1	1	77003	17	1
55253	4	3	-1	5	76418	5	0
55254	4	4	-1	6	76374	5	0
55255	4	1	-1	7	76484	10	0
55256	4	0	-1	3	84200	12	0
55258	4	0	-1	5	82438	2	0
55259	4	0	-1	8	82634	23	0
55260	4	4	-1	6	76385	7	0
55261	4	0	-1	3	35313	11	0
55262	4	0	-1	3	9858	2	0
55263	4	3	-1	5	98895	1	0
55264	4	2	-1	8	85949	9	0
55265	4	0	-1	5	82181	11	0
55266	4	0	-1	3	84207	12	0
55267	2	19	-1	2	76994	26	0
55268	4	4	-1	6	76386	9	0
55269	4	3	-1	5	76413	7	0
55270	4	1	-1	7	83205	16	0
55271	4	0	-1	5	45351	2	0
55272	2	15	-1	1	76986	13	3
55273	4	2	-1	8	76445	7	0
55274	4	4	-1	6	76391	5	0
55275	4	1	-1	6	76490	6	0
55276	4	0	-1	3	44703	11	0
55277	4	0	-1	8	82635	23	0
55278	4	1	-1	7	76498	20	0
55279	4	3	-1	5	77284	9	0
55280	12	0	-1	4	67811	0	0
55281	2	0	-1	1	72002	13	3
55282	2	0	-1	1	77107	13	3
55283	2	0	-1	1	68726	13	3
55284	2	0	-1	1	75555	13	3
55285	2	0	-1	1	79586	13	3
55286	2	0	-1	1	75555	13	3
55287	2	0	-1	1	68726	13	3
55288	2	0	-1	1	68726	13	3
55289	2	0	-1	1	75556	13	3
55290	2	1	-1	1	68281	17	1
55291	2	1	-1	1	68362	17	1
55292	2	1	-1	1	68361	17	1
55293	2	1	-1	1	68363	17	1
55294	2	1	-1	1	68367	17	1
55295	2	1	-1	1	68365	17	1
55296	2	1	-1	1	68281	17	1
55297	2	1	-1	1	68362	17	1
55298	2	1	-1	1	68281	17	1
55299	2	2	-1	2	77108	15	0
55300	2	2	-1	2	79886	15	0
55301	2	2	-1	2	77108	15	0
55302	2	2	-1	2	79887	15	0
55303	2	2	-1	2	77108	15	0
55304	2	2	-1	2	72006	15	0
55305	2	2	-1	2	79891	15	0
55306	2	2	-1	2	79890	15	0
55307	2	2	-1	2	79889	15	0
55308	4	1	-1	7	77081	16	0
55309	4	1	-1	7	77111	16	0
55310	4	1	-1	7	77081	16	0
55311	4	1	-1	7	77111	16	0
55312	4	1	-1	7	79950	16	0
55313	4	1	-1	7	77111	16	0
55314	4	1	-1	7	79950	16	0
55315	4	1	-1	7	77111	16	0
55316	4	1	-1	7	77081	16	0
55317	2	18	-1	2	68722	26	5
55318	2	18	-1	2	69860	26	5
55319	2	18	-1	2	68722	26	5
55320	2	18	-1	2	69862	26	5
55321	2	18	-1	2	68722	26	5
55322	2	18	-1	2	79913	26	5
55323	2	18	-1	2	68722	26	5
55324	2	18	-1	2	69859	26	5
55325	2	18	-1	2	79915	26	5
55326	2	15	-1	1	68215	13	3
55327	2	15	-1	1	68216	13	3
55328	2	15	-1	1	68215	13	3
55329	2	15	-1	1	68217	13	3
55330	2	15	-1	1	68215	13	3
55331	2	15	-1	1	68218	13	3
55332	2	15	-1	1	68215	13	3
55333	2	15	-1	1	68216	13	3
55334	2	15	-1	1	68217	13	3
55335	2	10	-1	2	79516	17	2
55336	2	10	-1	2	79516	17	2
55337	2	10	-1	2	79516	17	2
55338	2	10	-1	2	79516	17	2
55339	2	10	-1	2	68729	17	2
55340	2	10	-1	2	79516	17	2
55341	2	10	-1	2	68723	17	2
55342	2	10	-1	2	79516	17	2
55343	2	10	-1	2	69166	17	2
55344	2	13	-1	1	79645	13	7
55345	2	13	-1	1	70804	13	7
55346	2	13	-1	1	79621	13	7
55347	2	13	-1	1	70805	13	7
55348	2	13	-1	1	79646	13	7
55349	2	13	-1	1	70804	13	7
55350	2	13	-1	1	79647	13	7
55351	2	13	-1	1	70805	13	7
55352	2	13	-1	1	79621	13	7
55353	2	3	-1	1	81189	26	0
55354	2	3	-1	1	81210	26	0
55355	2	3	-1	1	77025	26	0
55356	2	3	-1	1	77024	26	0
55357	2	3	-1	1	68728	26	0
55358	2	3	-1	1	75533	26	0
55359	2	3	-1	1	77101	26	0
55360	2	3	-1	1	81216	26	0
55361	2	3	-1	1	81189	26	0
55362	2	4	-1	2	68377	21	3
55363	2	4	-1	2	68377	21	3
55364	2	4	-1	2	68377	21	3
55365	2	4	-1	2	68136	21	3
55366	2	4	-1	2	68377	21	3
55367	2	4	-1	2	68137	21	3
55368	2	4	-1	2	68136	21	3
55369	2	4	-1	2	68377	21	3
55370	2	4	-1	2	68137	21	3
55371	4	0	-1	3	79863	23	0
55372	4	0	-1	3	79444	23	0
55373	4	0	-1	3	79863	23	0
55374	4	0	-1	3	79444	23	0
55375	4	0	-1	3	79864	23	0
55376	4	0	-1	3	79444	23	0
55377	4	0	-1	3	79862	23	0
55378	4	0	-1	3	79444	23	0
55379	4	0	-1	3	79444	23	0
55380	2	4	-1	2	68727	13	3
55381	2	4	-1	2	68727	13	3
55382	2	4	-1	2	68727	13	3
55383	2	4	-1	2	77104	13	3
55384	2	4	-1	2	68727	13	3
55385	2	4	-1	2	68727	13	3
55386	2	4	-1	2	79668	13	3
55387	2	4	-1	2	68727	13	3
55388	2	4	-1	2	79667	13	3
55389	2	5	-1	2	68629	17	1
55390	2	5	-1	2	68652	17	1
55391	2	5	-1	2	68630	17	1
55392	2	5	-1	2	68653	17	1
55393	2	5	-1	2	68630	17	1
55394	2	5	-1	2	68654	17	1
55395	2	5	-1	2	68630	17	1
55396	2	5	-1	2	68651	17	1
55397	2	5	-1	2	68630	17	1
55398	4	0	-1	3	4841	2	0
55399	4	0	-1	3	82366	2	0
55400	4	0	-1	3	82367	2	0
55401	4	0	-1	3	82368	2	0
55402	4	0	-1	3	82367	2	0
55403	4	0	-1	3	82370	2	0
55404	4	0	-1	3	82366	2	0
55405	4	0	-1	3	82367	2	0
55406	4	0	-1	3	82368	2	0
55407	2	6	-1	1	79778	17	1
55408	2	6	-1	1	79805	17	1
55409	2	6	-1	1	79808	17	1
55410	2	6	-1	1	72005	17	1
55411	2	6	-1	1	79809	17	1
55412	2	6	-1	1	79778	17	1
55413	2	6	-1	1	79807	17	1
55414	2	6	-1	1	79810	17	1
55415	2	6	-1	1	79778	17	1
55416	4	0	-1	3	79959	11	0
55417	4	0	-1	3	79957	11	0
55418	4	0	-1	3	79958	11	0
55419	4	0	-1	3	79957	11	0
55420	4	0	-1	3	79958	11	0
55421	4	0	-1	3	79957	11	0
55422	4	0	-1	3	79959	11	0
55423	4	0	-1	3	79958	11	0
55424	4	0	-1	3	79959	11	0
55425	4	6	-1	1	68386	14	4
55426	4	6	-1	1	72011	14	4
55427	4	6	-1	1	68387	14	4
55428	4	6	-1	1	72011	14	4
55429	4	6	-1	1	68386	14	4
55430	4	6	-1	1	72011	14	4
55431	4	6	-1	1	68386	14	4
55432	4	6	-1	1	72011	14	4
55433	4	6	-1	1	68387	14	4
55434	2	15	-1	1	68372	21	3
55435	2	15	-1	1	68372	21	3
55436	2	15	-1	1	68372	21	3
55437	2	15	-1	1	68372	21	3
55438	2	15	-1	1	68372	21	3
55439	2	15	-1	1	68372	21	3
55440	2	15	-1	1	68372	21	3
55441	2	15	-1	1	68372	21	3
55442	2	15	-1	1	68372	21	3
55443	2	10	-1	2	77103	17	2
55444	2	10	-1	2	68721	17	2
55445	2	10	-1	2	69167	17	2
55446	2	10	-1	2	68721	17	2
55447	2	10	-1	2	68721	17	2
55448	2	10	-1	2	79515	17	2
55449	2	10	-1	2	68721	17	2
55450	2	10	-1	2	68721	17	2
55451	2	10	-1	2	68721	17	2
55452	2	7	-1	1	68392	13	3
55453	2	7	-1	1	68392	13	3
55454	2	7	-1	1	68357	13	3
55455	2	7	-1	1	68392	13	3
55456	2	7	-1	1	68360	13	3
55457	2	7	-1	1	68392	13	3
55458	2	7	-1	1	68358	13	3
55459	2	7	-1	1	68392	13	3
55460	2	7	-1	1	68359	13	3
55461	2	8	-1	1	68113	17	1
55462	2	8	-1	1	68237	17	1
55463	2	8	-1	1	68112	17	1
55464	2	8	-1	1	68238	17	1
55465	2	8	-1	1	68394	17	1
55466	2	8	-1	1	68239	17	1
55467	2	8	-1	1	68393	17	1
55468	2	8	-1	1	68240	17	1
55469	2	8	-1	1	68113	17	1
55470	2	16	-1	2	79916	25	0
55471	2	16	-1	2	79916	25	0
55472	2	16	-1	2	79938	25	0
55473	2	16	-1	2	79916	25	0
55474	2	16	-1	2	79944	25	0
55475	2	16	-1	2	79938	25	0
55476	2	16	-1	2	79916	25	0
55477	2	16	-1	2	79916	25	0
55478	2	16	-1	2	79939	25	0
55479	2	19	-1	2	72007	26	0
55480	2	19	-1	2	79473	26	0
55481	2	19	-1	2	79493	26	0
55482	2	19	-1	2	79484	26	0
55483	2	19	-1	2	77027	26	0
55484	2	19	-1	2	79484	26	0
55485	2	19	-1	2	79491	26	0
55486	2	19	-1	2	79488	26	0
55487	2	19	-1	2	79490	26	0
55488	4	4	-1	6	75082	9	0
55489	4	4	-1	6	75082	9	0
55490	4	4	-1	6	75082	9	0
55491	4	4	-1	6	75082	9	0
55492	4	4	-1	6	75082	9	0
55493	4	4	-1	6	75082	9	0
55494	4	4	-1	6	75082	9	0
55495	4	4	-1	6	75082	9	0
55496	4	4	-1	6	75082	9	0
55497	4	4	-1	6	75083	5	0
55498	4	4	-1	6	75083	5	0
55499	4	4	-1	6	75083	5	0
55500	4	4	-1	6	75083	5	0
55501	4	4	-1	6	75083	5	0
55502	4	4	-1	6	75083	5	0
55503	4	4	-1	6	75083	5	0
55504	4	4	-1	6	75083	5	0
55505	4	4	-1	6	75083	5	0
55506	4	4	-1	6	75087	8	0
55507	4	4	-1	6	75087	8	0
55508	4	4	-1	6	75087	8	0
55509	4	4	-1	6	75087	8	0
55510	4	4	-1	6	75087	8	0
55511	4	4	-1	6	75087	8	0
55512	4	4	-1	6	75087	8	0
55513	4	4	-1	6	75087	8	0
55514	4	4	-1	6	75087	8	0
55515	4	4	-1	6	75086	10	0
55516	4	4	-1	6	75086	10	0
55517	4	4	-1	6	75086	10	0
55518	4	4	-1	6	75086	10	0
55519	4	4	-1	6	75086	10	0
55520	4	4	-1	6	75086	10	0
55521	4	4	-1	6	75086	10	0
55522	4	4	-1	6	75086	10	0
55523	4	4	-1	6	75086	10	0
55524	4	4	-1	6	75089	1	0
55525	4	4	-1	6	75089	1	0
55526	4	4	-1	6	75089	1	0
55527	4	4	-1	6	75089	1	0
55528	4	4	-1	6	75089	1	0
55529	4	4	-1	6	75089	1	0
55530	4	4	-1	6	75089	1	0
55531	4	4	-1	6	75089	1	0
55532	4	4	-1	6	75089	1	0
55533	4	4	-1	6	75085	7	0
55534	4	4	-1	6	75085	7	0
55535	4	4	-1	6	75085	7	0
55536	4	4	-1	6	75085	7	0
55537	4	4	-1	6	75085	7	0
55538	4	4	-1	6	75085	7	0
55539	4	4	-1	6	75085	7	0
55540	4	4	-1	6	75085	7	0
55541	4	4	-1	6	75085	7	0
55542	4	4	-1	6	75088	3	0
55543	4	4	-1	6	75088	3	0
55544	4	4	-1	6	75088	3	0
55545	4	4	-1	6	75088	3	0
55546	4	4	-1	6	75088	3	0
55547	4	4	-1	6	75088	3	0
55548	4	4	-1	6	75088	3	0
55549	4	4	-1	6	75088	3	0
55550	4	4	-1	6	75088	3	0
55551	4	4	-1	6	75084	6	0
55552	4	4	-1	6	75084	6	0
55553	4	4	-1	6	75084	6	0
55554	4	4	-1	6	75084	6	0
55555	4	4	-1	6	75084	6	0
55556	4	4	-1	6	75084	6	0
55557	4	4	-1	6	75084	6	0
55558	4	4	-1	6	75084	6	0
55559	4	4	-1	6	75084	6	0
55560	4	3	-1	5	80548	9	0
55561	4	3	-1	5	80548	9	0
55562	4	3	-1	5	80548	9	0
55563	4	3	-1	5	80548	9	0
55564	4	3	-1	5	80548	9	0
55565	4	3	-1	5	80548	9	0
55566	4	3	-1	5	80548	9	0
55567	4	3	-1	5	80548	9	0
55568	4	3	-1	5	80548	9	0
55569	4	3	-1	5	80551	5	0
55570	4	3	-1	5	80551	5	0
55571	4	3	-1	5	80551	5	0
55572	4	3	-1	5	80551	5	0
55573	4	3	-1	5	80551	5	0
55574	4	3	-1	5	80551	5	0
55575	4	3	-1	5	80551	5	0
55576	4	3	-1	5	80551	5	0
55577	4	3	-1	5	80551	5	0
55578	4	3	-1	5	80589	8	0
55579	4	3	-1	5	80589	8	0
55580	4	3	-1	5	80589	8	0
55581	4	3	-1	5	80589	8	0
55582	4	3	-1	5	80589	8	0
55583	4	3	-1	5	80589	8	0
55584	4	3	-1	5	80589	8	0
55585	4	3	-1	5	80589	8	0
55586	4	3	-1	5	80589	8	0
55587	4	3	-1	5	80575	10	0
55588	4	3	-1	5	80575	10	0
55589	4	3	-1	5	80575	10	0
55590	4	3	-1	5	80575	10	0
55591	4	3	-1	5	80575	10	0
55592	4	3	-1	5	80575	10	0
55593	4	3	-1	5	80575	10	0
55594	4	3	-1	5	80575	10	0
55595	4	3	-1	5	80575	10	0
55596	4	3	-1	5	80756	1	0
55597	4	3	-1	5	80756	1	0
55598	4	3	-1	5	80756	1	0
55599	4	3	-1	5	80756	1	0
55600	4	3	-1	5	80756	1	0
55601	4	3	-1	5	80756	1	0
55602	4	3	-1	5	80756	1	0
55603	4	3	-1	5	80756	1	0
55604	4	3	-1	5	80756	1	0
55605	4	3	-1	5	80562	7	0
55606	4	3	-1	5	80562	7	0
55607	4	3	-1	5	80562	7	0
55608	4	3	-1	5	80562	7	0
55609	4	3	-1	5	80562	7	0
55610	4	3	-1	5	80562	7	0
55611	4	3	-1	5	80562	7	0
55612	4	3	-1	5	80562	7	0
55613	4	3	-1	5	80562	7	0
55614	4	3	-1	5	80807	3	0
55615	4	3	-1	5	80807	3	0
55616	4	3	-1	5	80807	3	0
55617	4	3	-1	5	80807	3	0
55618	4	3	-1	5	80807	3	0
55619	4	3	-1	5	80807	3	0
55620	4	3	-1	5	80807	3	0
55621	4	3	-1	5	80807	3	0
55622	4	3	-1	5	80807	3	0
55623	4	3	-1	5	80536	6	0
55624	4	3	-1	5	80536	6	0
55625	4	3	-1	5	80536	6	0
55626	4	3	-1	5	80536	6	0
55627	4	3	-1	5	80536	6	0
55628	4	3	-1	5	80536	6	0
55629	4	3	-1	5	80536	6	0
55630	4	3	-1	5	80536	6	0
55631	4	3	-1	5	80536	6	0
55632	4	2	-1	8	72632	9	0
55633	4	2	-1	8	72632	9	0
55634	4	2	-1	8	72632	9	0
55635	4	2	-1	8	72632	9	0
55636	4	2	-1	8	72632	9	0
55637	4	2	-1	8	72632	9	0
55638	4	2	-1	8	72632	9	0
55639	4	2	-1	8	72632	9	0
55640	4	2	-1	8	72632	9	0
55641	4	2	-1	8	72628	5	0
55642	4	2	-1	8	72628	5	0
55643	4	2	-1	8	72628	5	0
55644	4	2	-1	8	72628	5	0
55645	4	2	-1	8	72628	5	0
55646	4	2	-1	8	72628	5	0
55647	4	2	-1	8	72628	5	0
55648	4	2	-1	8	72628	5	0
55649	4	2	-1	8	72628	5	0
55650	4	2	-1	8	72629	8	0
55651	4	2	-1	8	72629	8	0
55652	4	2	-1	8	72629	8	0
55653	4	2	-1	8	72629	8	0
55654	4	2	-1	8	72629	8	0
55655	4	2	-1	8	72629	8	0
55656	4	2	-1	8	72629	8	0
55657	4	2	-1	8	72629	8	0
55658	4	2	-1	8	72629	8	0
55659	4	2	-1	8	72630	10	0
55660	4	2	-1	8	72630	10	0
55661	4	2	-1	8	72630	10	0
55662	4	2	-1	8	72630	10	0
55663	4	2	-1	8	72630	10	0
55664	4	2	-1	8	72630	10	0
55665	4	2	-1	8	72630	10	0
55666	4	2	-1	8	72630	10	0
55667	4	2	-1	8	72630	10	0
55668	4	2	-1	8	72633	1	0
55669	4	2	-1	8	72633	1	0
55670	4	2	-1	8	72633	1	0
55671	4	2	-1	8	72633	1	0
55672	4	2	-1	8	72633	1	0
55673	4	2	-1	8	72633	1	0
55674	4	2	-1	8	72633	1	0
55675	4	2	-1	8	72633	1	0
55676	4	2	-1	8	72633	1	0
55677	4	2	-1	8	72631	7	0
55678	4	2	-1	8	72631	7	0
55679	4	2	-1	8	72631	7	0
55680	4	2	-1	8	72631	7	0
55681	4	2	-1	8	72631	7	0
55682	4	2	-1	8	72631	7	0
55683	4	2	-1	8	72631	7	0
55684	4	2	-1	8	72631	7	0
55685	4	2	-1	8	72631	7	0
55686	4	2	-1	8	72634	3	0
55687	4	2	-1	8	72634	3	0
55688	4	2	-1	8	72634	3	0
55689	4	2	-1	8	72634	3	0
55690	4	2	-1	8	72634	3	0
55691	4	2	-1	8	72634	3	0
55692	4	2	-1	8	72634	3	0
55693	4	2	-1	8	72634	3	0
55694	4	2	-1	8	72634	3	0
55695	4	2	-1	8	72627	6	0
55696	4	2	-1	8	72627	6	0
55697	4	2	-1	8	72627	6	0
55698	4	2	-1	8	72627	6	0
55699	4	2	-1	8	72627	6	0
55700	4	2	-1	8	72627	6	0
55701	4	2	-1	8	72627	6	0
55702	4	2	-1	8	72627	6	0
55703	4	2	-1	8	72627	6	0
55704	4	1	-1	7	72549	9	0
55705	4	1	-1	7	72549	9	0
55706	4	1	-1	7	72549	9	0
55707	4	1	-1	7	72549	9	0
55708	4	1	-1	7	72549	9	0
55709	4	1	-1	7	72549	9	0
55710	4	1	-1	7	72549	9	0
55711	4	1	-1	7	72549	9	0
55712	4	1	-1	7	72549	9	0
55713	4	1	-1	7	72548	20	0
55714	4	1	-1	7	72548	20	0
55715	4	1	-1	7	72548	20	0
55716	4	1	-1	7	72548	20	0
55717	4	1	-1	7	72548	20	0
55718	4	1	-1	7	72548	20	0
55719	4	1	-1	7	72548	20	0
55720	4	1	-1	7	72548	20	0
55721	4	1	-1	7	72548	20	0
55722	4	1	-1	7	72550	8	0
55723	4	1	-1	7	72550	8	0
55724	4	1	-1	7	72550	8	0
55725	4	1	-1	7	72550	8	0
55726	4	1	-1	7	72550	8	0
55727	4	1	-1	7	72550	8	0
55728	4	1	-1	7	72550	8	0
55729	4	1	-1	7	72550	8	0
55730	4	1	-1	7	72550	8	0
55731	4	1	-1	7	72546	10	0
55732	4	1	-1	7	72546	10	0
55733	4	1	-1	7	72546	10	0
55734	4	1	-1	7	72546	10	0
55735	4	1	-1	7	72546	10	0
55736	4	1	-1	7	72546	10	0
55737	4	1	-1	7	72546	10	0
55738	4	1	-1	7	72546	10	0
55739	4	1	-1	7	72546	10	0
55740	4	1	-1	7	98896	1	0
55741	4	1	-1	7	98896	1	0
55742	4	1	-1	7	98896	1	0
55743	4	1	-1	7	98896	1	0
55744	4	1	-1	7	98896	1	0
55745	4	1	-1	7	98896	1	0
55746	4	1	-1	7	98896	1	0
55747	4	1	-1	7	98896	1	0
55748	4	1	-1	7	98896	1	0
55749	4	1	-1	7	72551	7	0
55750	4	1	-1	7	72551	7	0
55751	4	1	-1	7	72551	7	0
55752	4	1	-1	7	72551	7	0
55753	4	1	-1	7	72551	7	0
55754	4	1	-1	7	72551	7	0
55755	4	1	-1	7	72551	7	0
55756	4	1	-1	7	72551	7	0
55757	4	1	-1	7	72551	7	0
55758	4	1	-1	7	72554	3	0
55759	4	1	-1	7	72554	3	0
55760	4	1	-1	7	72554	3	0
55761	4	1	-1	7	72554	3	0
55762	4	1	-1	7	72554	3	0
55763	4	1	-1	7	72554	3	0
55764	4	1	-1	7	72554	3	0
55765	4	1	-1	7	72554	3	0
55766	4	1	-1	7	72554	3	0
55767	4	1	-1	7	72545	6	0
55768	4	1	-1	7	72545	6	0
55769	4	1	-1	7	72545	6	0
55770	4	1	-1	7	72545	6	0
55771	4	1	-1	7	72545	6	0
55772	4	1	-1	7	72545	6	0
55773	4	1	-1	7	72545	6	0
55774	4	1	-1	7	72545	6	0
55775	4	1	-1	7	72545	6	0
55776	4	0	-1	5	33728	11	0
55777	2	4	-1	2	77012	21	3
55778	4	6	-1	1	75546	14	4
55779	4	4	-1	6	76746	3	0
55780	4	1	-1	7	83349	16	0
55781	4	0	-1	3	82441	2	0
55782	2	2	-1	2	76999	15	0
55783	4	11	-1	2	95946	28	0
55784	4	4	-1	1	87008	10	0
55785	4	2	-1	8	95752	1	0
55786	4	1	-1	7	76506	3	0
55787	4	0	-1	3	42861	12	0
55788	4	6	-1	6	82880	14	4
55789	2	10	-1	2	77010	17	2
55790	2	15	-1	1	77009	13	3
55791	4	0	-1	5	39212	2	0
55792	4	4	-1	6	76748	3	0
55793	4	1	-1	7	76503	10	0
55794	4	0	-1	3	43119	11	0
55795	4	0	-1	3	36652	12	0
55796	2	13	-1	1	76996	21	7
55797	4	4	-1	6	87531	10	0
55798	4	2	-1	8	85965	10	0
55799	4	0	-1	3	44358	11	0
55800	4	11	-1	2	93787	28	0
55801	2	15	-1	1	76984	13	3
55802	4	3	-1	5	77255	9	0
55803	4	4	-1	6	76372	6	0
55804	4	0	-1	3	31603	2	0
55805	12	0	-1	4	72248	0	0
55806	12	0	-1	4	31168	0	0
55807	12	0	-1	7	56319	0	0
55808	12	0	-1	7	56320	0	0
55809	12	0	0	4	67814	0	0
55810	4	0	-1	3	76237	12	0
55811	2	8	-1	1	82272	17	1
55812	4	2	-1	8	76444	1	0
55813	2	7	-1	1	76988	13	3
55814	4	0	-1	3	85871	12	0
55815	2	10	-1	2	77000	17	2
55816	4	0	-1	3	65930	12	0
55817	4	1	-1	7	76492	8	0
55818	4	3	-1	5	77301	1	0
55819	4	0	-1	3	16452	12	0
55820	4	0	-1	8	82768	23	0
55821	4	11	-1	2	93788	28	0
55822	2	4	-1	1	76985	13	3
55823	2	19	-1	2	76983	26	0
55824	4	1	-1	7	83205	16	0
55825	4	2	-1	8	16706	3	0
55826	0	0	-1	4	15741	0	0
55827	0	0	-1	4	63829	0	0
55828	0	0	-1	4	53858	0	0
55829	0	0	-1	4	65504	0	0
55830	4	1	-1	6	76490	6	0
55831	4	4	-1	6	76750	1	0
55832	4	3	-1	5	76414	3	0
55833	4	0	-1	3	31907	2	0
55834	2	15	-1	1	83509	21	3
55835	4	3	-1	5	76421	6	0
55836	0	0	-1	4	67867	0	0
55837	12	0	-1	4	67868	0	0
55838	4	2	-1	8	94259	3	0
55839	4	0	-1	5	82180	11	0
55840	4	0	-1	5	82370	2	0
55841	2	0	-1	1	77007	13	3
55842	4	4	-1	6	76385	7	0
55844	4	2	-1	8	76443	10	0
55845	4	0	-1	3	85873	12	0
55846	2	3	-1	1	77006	26	0
55847	4	1	-1	7	83205	16	0
55848	4	4	-1	6	76747	1	0
55849	4	1	-1	7	76504	7	0
55850	4	1	-1	7	83955	16	0
55851	4	0	-1	3	82181	11	0
55852	4	11	-1	2	95948	28	0
55853	2	3	-1	1	77001	26	0
55854	4	0	-1	3	85872	12	0
55855	4	4	-1	6	76390	8	0
55856	4	4	-1	6	76382	8	0
55857	4	3	-1	5	76411	10	0
55858	4	1	-1	7	83349	16	0
55859	4	0	-1	3	82178	11	0
55860	2	6	-1	1	77002	17	2
55861	4	3	-1	5	76420	7	0
55862	4	4	-1	6	76380	8	0
55863	4	0	-1	5	43095	11	0
55864	4	0	-1	5	82438	2	0
55865	2	7	-1	1	77042	13	3
55866	4	1	-1	7	76480	9	0
55867	4	4	-1	6	76389	6	0
55868	4	0	-1	3	85906	12	0
55869	4	0	-1	3	82180	11	0
55870	2	15	-1	1	76976	13	3
55871	4	2	-1	8	76440	8	0
55872	4	1	-1	7	83349	16	0
55873	4	0	-1	3	82319	11	0
55874	4	0	-1	3	85896	12	0
55875	2	4	-1	1	77005	13	3
55876	4	1	-1	7	76481	3	0
55877	4	2	-1	8	95958	7	0
55878	4	1	-1	6	76499	6	0
55879	4	0	-1	3	85891	12	0
55880	4	6	-1	6	82869	14	4
55881	4	0	-1	3	85892	12	0
55882	4	2	-1	8	85949	9	0
55883	12	0	-1	7	67912	0	0
55884	4	0	-1	5	82181	11	0
55885	4	1	-1	7	67341	20	0
55886	4	2	-1	8	76447	9	0
55887	4	3	-1	5	76408	6	0
55888	4	0	-1	3	82366	2	0
55889	4	0	-1	3	67550	12	0
55890	4	2	-1	8	94279	8	0
55891	4	1	-1	7	73642	3	0
55892	4	2	-1	8	73756	7	0
55893	4	3	-1	5	69634	8	0
55894	4	1	-1	7	66904	7	0
55895	4	3	-1	5	69636	10	0
55896	4	1	-1	7	73649	6	0
55897	4	2	-1	8	73757	1	0
55898	4	3	-1	5	73985	10	0
55899	4	1	-1	7	73641	9	0
55900	4	2	-1	8	73747	3	0
55901	4	3	-1	5	69649	1	0
55902	4	1	-1	7	67556	1	0
55903	4	2	-1	8	73761	6	0
55904	2	8	-1	1	69747	17	1
55905	2	2	-1	2	69748	15	0
55906	4	1	-1	7	66903	10	0
55907	4	2	-1	8	73751	5	0
55908	4	3	-1	5	73988	6	0
55909	4	1	-1	7	68791	16	0
55910	4	2	-1	8	66433	3	0
55911	4	3	-1	5	73975	7	0
55912	2	15	-1	1	69749	21	3
55913	4	3	-1	5	73986	5	0
55914	4	2	-1	8	73760	8	0
55915	2	7	-1	1	69750	13	3
55916	2	4	-1	2	3940	21	3
55917	2	1	-1	1	69751	17	1
55918	4	1	-1	7	73635	7	0
55919	4	2	-1	8	67150	10	0
55920	4	3	-1	5	73973	9	0
55921	4	1	-1	7	73635	7	0
55922	4	2	-1	8	67150	10	0
55923	4	3	-1	5	73973	9	0
55924	4	0	-1	3	9834	11	0
55925	4	0	-1	4	9852	2	0
55926	4	1	-1	7	69340	16	0
55927	4	0	-1	3	9834	11	0
55928	4	0	-1	4	9852	2	0
55929	4	1	-1	7	69340	16	0
55930	2	15	-1	1	69752	13	3
55931	4	1	-1	7	67556	1	0
55932	4	6	-1	6	69342	14	4
