newField1	newField2	newField3	newField4	newField5	newField6	newField7	newField8	newField9	newField10	newField11	newField12	newField13	newField14	newField15	newField16	newField17	newField18	newField19	newField20	newField21	newField22	newField23	newField24	newField25	newField26	newField27	newField28	newField29	newField30	newField31	newField32	newField33	newField34	newField35	newField36	newField37	newField38	newField39	newField40	newField41	newField42	newField43	newField44	newField45
1705	1	1	0	5	1000	300	9158	320	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	9,18E-35	4,20E-39	0	0	50	0
1706	0.1	0.629375	0	0.1500001	1000	300	7510	360	2	0	3	5	6.4	0	0	0	1.14	1.34	0.75	2.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5	18.5	5.2	-4,46E+24	2,80E-39	11980	0	7.106	0
1707	0.2755	0.579425	0.0285	1.15	1000	300	5704	79	27	0	3	3	0	1.55	0	0.75	0.2	2	0.15	1.571	8.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-16	7.906	4.6	6,47E-25	4,20E-39	0	0	2	0
1708	0.1	0.25	0	1	2000	200	2758	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0	0	2	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	20	100	1	NaN	4,20E-39	0	0	2	0
1713	0.1	0.25	0	-0.5999999	2000	200	6532	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0	0	2	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	20	100	1	9,18E-35	4,20E-39	0	0	2	0
1714	0.3	0.7292749	0.001	1.65	999	200	8279	0	0	0	3	3	0	0	0	0.75	0	0	0.25	0.6912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	30	1	-7,10E-09	4,20E-39	11985	2	2	0
1715	0.1	0.3047	0	0	2000	200	2965	321	27	0	3	3	2	4	0	0.698	0.66	1.42	0	0	2	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	20	100	1	NaN	2,80E-39	11990	0	3.808	0
1716	0.724	0.729275	0	2.3	1000	300	8279	328	11	0	3	3	2	4	0	0.75	0	0	0.3	1.131	2.4	1.257	2.765	5.027	5.027	0	0	0	0	0	0	0	0	0	0	20	4	1	-8,92E-03	2,80E-39	0	2	2.809	-1068951929
1717	1	0.425	0	2	1000	300	8279	8	37	0	7	3	2	4	0	0.75	0.15	0	0.25	0.8796	5	0	0	0	0	0	-0.8727	0.8727	0.8727	-0.8727	0	0	0	0	0	9	8	1	-4,45E+40	4,20E-39	0	2	2	0
1718	1	0.35465	0	2.6	1000	300	8279	8	37	0	7	3	2	4	0	0.75	0.15	0	0.25	0.6912	8.8	0	0	0	0	0	-0.8727	0.8727	0	0	0	0	0	0	0	9	8	1	-2,60E+38	4,20E-39	0	2	2	0
1719	1	0.35465	0	2.6	1000	300	8279	8	37	0	7	3	2	4	0	0.75	0.15	0	0.25	0.6912	8.8	0	0	0	0	0	-0.8727	0.8727	0	0	0	0	0	0	0	9	8	1	-1,56E+32	4,20E-39	0	2	2	0
1720	1	0.425	0	2	1000	300	8279	8	37	0	7	3	2	4	0	0.75	0.15	0	0.25	0.8796	5	0	0	0	0	0	-0.8727	0.8727	0.8727	-0.8727	0	0	0	0	0	9	8	1	-0.1386124	4,20E-39	0	2	2	0
1723	0.334	0.25	0	1.4	3999	0	2216	70	27	0.07	3	4	3.7	8.45	0.27	0	0.23	0.72	0	1.194	6.8	0	0	0	0	0	0	0	0	0	0	0.26	0.37	0.25	0.45	150	900	0	NaN	4,20E-39	0	0	2	0
1724	100	0.85415	0	-5	3058	0	511	231	51	0	9	5	0	0	0	0.99	0.8	1.42	4.4	0.09425	-5.6	0.06283	1.414	-0.754	1.508	0	0	0	0	0	0	0	0	0	0	-10	0.01	14.8	-1,49E+23	4,20E-39	12015	0	2	0
1725	0.1	0.25	0	1	2000	200	8239	73	27	0	3	3	2	4	0	0.698	0.66	1.42	0.75	0.5655	2	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	20	100	1	3,40E-24	4,20E-39	12056	0	2	0
1726	0.1	0.25	0	1	2000	200	8185	73	27	0	3	3	2	4	0	0.698	0.66	1.42	0.4	0.6912	0	0	0	0	0	0.4	0.3456	0	5.027	-5.027	0	0	0	0	0	20	100	1	3,40E-24	4,20E-39	12065	0	2	0
1727	0.1	0.175	0	1	2000	200	8897	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0.3	0	2	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	20	100	1	NaN	4,20E-39	0	0	2	0
1728	0.1	0.025	0	1	2000	200	8897	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0.3	0	2	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	20	100	1	NaN	4,20E-39	0	0	2.009	0
1729	0.1	0.075	0	1	2000	200	8897	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0.3	0	2	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	20	100	1	NaN	4,20E-39	0	0	2.009	0
1730	0.1	0.125	0	1	2000	200	8897	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0.3	0	2	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	20	100	1	NaN	4,20E-39	0	0	2.009	0
1731	100	0.85415	0	-0.1	3058	0	511	199	51	0	9	5	0	0	0	0.99	0.8	1.42	4.4	0.09425	-2.6	0.06283	1.414	-0.754	1.508	3	0	0	0	0	0	0	0	0	0	-10	50	0	-1,06E-19	4,20E-39	12086	0	2	0
1735	0.1	0.075	0	0	2000	200	8897	97	27	0	3	3	2	4	0	0.698	0.66	1.42	0	0	0	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	35	50	30	NaN	4,20E-39	12091	0	2	0
1736	2.78	0.15	0.01	-0.55	1999	200	8897	1	20	0	3	3	0	0	0	0.85	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NaN	4,20E-39	0	0	2	0
1737	0.7045	0.375	0	2.75	999	0	2758	0	20	0	3	3	2	4	0	0.698	0.66	1.42	0	0	-1,00E-06	0	0	11.18	0	0	0.01745	-0.01745	0	0	0	0	0	0	0	50	12	1	NaN	4,20E-39	12096	0	2	0
1738	0.7045	0.215	0	2.75	999	0	2758	0	20	0	3	3	2	4	0	0.698	0.66	1.42	0	0	-1,00E-06	0	0	11.18	0	0	0.01745	-0.01745	0	0	0	0	0	0	0	50	12	0.5	0.04805374	4,20E-39	0	1	2	0
1741	0.1	0.2	0	1	2000	200	8897	321	27	0	3	3	2	4	0	0.6831	0.66	1.42	0	2.388	10.4	0	0	0	0	0	0	-1.257	0	0	0	0	0	0	0	20	100	1	NaN	4,20E-39	12101	0	4.308	0
1744	100	0.85415	0	-5	3058	0	511	231	51	0	9	5	0	0	0	0.99	0.8	1.42	4.4	0.09425	-5.6	0.06283	1.414	-0.754	1.508	0	0	0	0	0	0	0	0	0	0	-10	0.01	14.8	-1,46E+34	4,20E-39	12106	0	2	0
1745	0.1	0.225	0	2.4	2000	200	8897	329	48	0	3	3	2	4	0	0.5	0.66	1.42	0.6	1.382	12	0	0	0	0	0	0	-1.257	0	0	0	0	0	0	0	20	100	1	NaN	4,20E-39	0	0	4.308	0
1746	0.1	0.065	0	0	2000	200	8897	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	100	1	NaN	4,20E-39	12123	2	2	0
1747	100	0.429575	0	3	3058	0	511	199	51	0	9	5	0	0	0	0.99	0.8	1.42	0	0.09425	-5.6	0.06283	1.414	-0.754	1.508	0	0	0	0	0	0	0	0	0	0	300	1000	2.8	-5.247.963	4,20E-39	12128	0	2	0
1748	100	0.125	0	4.99	3058	0	511	199	51	0	9	5	0	0	0	0.99	0.8	1.42	4.4	0.09425	-5.6	0.06283	1.414	-0.754	1.508	0	0	0	0	0	0	0	0	0	0	10	60	3.7	-1,95E+34	4,20E-39	0	0	2	0
1749	100	0.125	0	4.99	3058	0	511	199	51	0	9	5	0	0	0	0.99	0.8	1.42	4.4	0.1257	5.6	0.06283	1.414	-0.754	1.508	0	0	0	0	0	0	0	0	0	0	10	60	3.7	-1,62E+34	4,20E-39	0	0	2	0
1750	100	0.125	0	4.99	3058	0	511	199	51	0	9	5	0	0	0	0.99	0.8	1.42	4.4	0.1257	2.6	0.06283	1.414	-0.754	1.508	0	0	0	0	0	0	0	0	0	0	10	60	3.7	-7,68E+32	4,20E-39	0	0	2	0
1751	100	0.129875	0	4.99	3058	0	511	199	51	0	9	5	0	0	0	0.99	0.8	1.42	5.5	0.1257	1.6	0.06283	1.414	-0.754	1.508	0	0	0	0	0	0	0	0	0	0	10	60	3.7	-9,39E+35	4,20E-39	0	0	2	0
1755	0.1	0.005	0	0	50	0	8897	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0	0	0	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	34.5	15	5	NaN	4,20E-39	12145	0	2	0
1756	0.1	0.25	0	-1.5	999	0	8897	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0	0	0	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	-10.5	10	2	NaN	4,20E-39	0	0	2	0
1757	0.1	0.25	0	-1.5	999	0	8897	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0	0	0	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	-10.5	10	2	NaN	4,20E-39	0	0	2	0
1758	0.1	0.065	0	0	2000	200	8897	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	100	1	2,85E-17	4,20E-39	0	0	2	0
1759	0.1	0.05	0	0	50	0	8897	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0	0	0	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	34.5	15	5	6,67E-18	4,20E-39	0	0	2	0
1760	0.1	0.075	0	0	2000	200	8897	97	27	0	3	3	2	4	0	0.698	0.66	1.42	0	0	0	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	35	50	30	3,88E-31	4,20E-39	0	0	2	0
1761	0.1	0.25	0	-1.5	999	0	8897	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0	0	0	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	-10.5	10	2	NaN	4,20E-39	0	0	2	0
1762	0.7045	0.629375	0	5	1999	0	2826	0	20	0	3	3	2	4	0	0.698	0.66	1.42	0	0	-1,00E-06	3.142	0	0	0	0	0	0	0	0	0	0	0	0	0	100	60	5	NaN	4,20E-39	3423	0	2	0
1763	1	0.3	0	-1.2	1000	300	132	64	27	0	3	3	2	4	0	0.75	0	0	0.6	0.377	14	0	0	0	0	0	0	0	-3.644	0	0	0	0	0	0	7.5	2.309	1	-6,49E-21	4,20E-39	12150	0	2	0
1770	0.7045	0.05	0	2.75	999	0	2758	0	20	0	3	3	2	4	0	0.698	0.66	1.42	0	0	-1,00E-06	0	0	11.18	0	0	0.01745	-0.01745	0	0	0	0	0	0	0	50	12	1	NaN	4,20E-39	12167	0	2	0
1771	0.7045	0.15	0	2.75	999	0	2758	0	20	0	3	3	2	4	0	0.698	0.66	1.42	0	0	-1,00E-06	0	0	11.18	0	0	0.01745	-0.01745	0	0	0	0	0	0	0	50	12	0.5	0.04805374	4,20E-39	0	1	2	0
1772	2.78	1.278.725	0.01	2.15	3209	0	8404	4	0	0	3	3	0	0	0	0.75	0	0	0	-0.1257	1.2	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	2,56E-05	4,20E-39	12172	0	2	0
1773	0.5875	0.5045	0	1.45	3210	0	8279	328	27	0	7	4	10	10	0	0.75	0	0	0.9	-0.1257	1.2	0	0	0	0	0	0	0	0.6283	0	100	0.48	0.66	0.26	0.55	6	2.309	11.8	1,61E-32	4,20E-39	0	0	10	0
1774	0.5875	0.5045	0	1.45	3210	0	8279	328	27	0	7	4	10	10	0	0.75	0	0	2.15	-0.1257	1.2	0	0	0	0	0	0	0	0.6283	0	100	0.48	0.66	0.26	0.55	6	2.309	11.8	1,61E-32	4,20E-39	0	0	10	0
1775	0.1	0.1	0	0.3	2000	200	8897	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0.1	0	1	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	20	100	1	NaN	4,20E-39	0	0	2	0
1799	1	0.3047	0	5	1000	300	9158	320	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	3	1	1,35E-32	4,20E-39	0	0	50	0
1801	1	0.579425	0	1.15	1000	300	9657	96	27	0	3	3	2	4	0	0.75	0	0	0.25	0.377	14	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	39	17.7	1	-1,70E+44	4,20E-39	0	0	2	0
1803	1	2.5	0	-0.2	1000	300	7510	264	2	0	3	5	0	0.25	0	0	1.14	0.42	1.2	0.2513	1	0	0	0	0	25	0	0	0	0	0	0	0	0	0	-50	18.5	12.5	2,21E-32	2,80E-39	12201	0	15	0
1804	1	1.5	0	-1	1000	300	7510	360	2	0	3	5	0	0.25	0	0	1.14	0.42	0.5	0.5027	12.5	0	0	0	0	25	0	0	0.1745	-0.1745	0	0	0	0	0	-60	20	10	9,64E-17	4,20E-39	0	0	15	0
1805	1	1.5	0	-1	1000	300	9993	360	2	0	3	5	0	0.25	0	0	1.14	0.42	0.25	0.6283	12	0	0	0	0	25	0.2618	-0.2618	0.2618	-0.2618	0	0	0	0	0	-75	20	10	9,64E-17	4,20E-39	0	0	15	0
1806	1	1.5	0	-1	1000	300	8239	360	2	0	3	5	0	0.25	0	0	1.14	0.42	0	0.6283	12	0	0	0	0	25	0.1745	-0.1745	0.1745	-0.1745	0	0	0	0	0	-50	20	10	2,34E-32	8,41E-39	0	0	15	0
1807	1	2.5	0	-0.2	1000	300	7510	264	2	0	3	5	0	0.25	0	0	1.14	0.42	1.25	0.2513	1	0	0	0	0	25	0.1745	-0.1745	0	0	0	0	0	0	0	-50	18.5	12.5	2,21E-32	2,80E-39	0	0	15	0
1808	0.3	0.5	0.0015	-1	1000	0	256	70	27	0.07	3	4	3.7	8.45	0.27	0	0.23	0.72	0	1.571	6.8	0	0	0	0	10	0	0	0	0	0	0.26	0.37	0.25	0.45	150	900	0	NaN	4,20E-39	12222	0	2	0
1809	0.11	0.25	0.0025	-1	1000	0	256	102	27	0.07	3	4	3.7	8.45	0.27	0	0.23	0.72	0	1.571	6.8	0	0	0	0	10	0	0	0	0	0	0.26	0.37	0.25	0.45	-150	60	0	NaN	4,20E-39	0	0	2	0
1810	0.11	0.375	0.0025	-1	1000	0	1	102	27	0.07	3	4	3.7	8.45	0.27	0	0.23	0.72	0	1.571	6.8	0	0	0	0	10	0.1745	-0.1745	0	0	0	0.26	0.37	0.25	0.45	-249	40	0	NaN	4,20E-39	0	0	2	0
1811	1	0.5	0	0.25	1000	300	2826	1376	27	0	3	3	2	4	0	0.75	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10.6	6	NaN	4,20E-39	0	0	8.806	1058063516
1812	0.1	1	0	0.4000001	2000	200	3107	200	27	0	3	3	2	4	0	0.698	0.66	1.42	0.2	0.377	8	0.3456	-0.5655	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	2	10	4.2	NaN	4,20E-39	0	0	12	0
1813	1	0.5	0.002	0.75	1000	300	8115	455	27	0.0275	3	7	0	8	1.2	0.75	0.2	0.55	0	0	0	3.142	3.142	0	0	2.55	3.142	3.142	0	0	0	0	0	0	0	10	10.6	6	2.565.078	4,20E-39	0	0	4.308	1058063516
1814	0.5875	0.5045	0	0.4000001	1499	0	8115	352	51	0	1	1	10	10	0	0.75	0	0	0.7	0.5655	-12.8	3.142	-3.142	3.142	1.382	0	0	0	0.6283	0	0	0.48	0.66	0.26	0.55	3	14.2	4	5,17E-16	4,20E-39	0	0	13.5	-1085204018
1815	0.1	1.25	0	0.5999999	2000	200	8897	192	27	0	3	3	2	4	0	0.698	0.66	1.42	0.25	0.754	3.6	0.3456	-0.5655	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	2	10	4.2	NaN	4,20E-39	12239	0	1.809	0
1816	1	0.5	0	0.25	1000	300	2826	1352	27	0	3	3	2	4	0	0.75	0	0	1.5	0.2513	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	20	NaN	4,20E-39	0	0	8.806	1074136089
1817	0.1	1	0	0.4	2000	200	3107	1224	27	0	3	3	2	4	0	0.698	0.66	1.42	1.5	0.2513	2	0.3456	-0.5655	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	2	10	4.2	NaN	4,20E-39	0	0	1.809	0
1818	1	0.5	0.002	0.75	1000	300	8115	1487	27	0.0275	3	7	0	8	1.2	0.75	0.2	0.55	1.5	0.2513	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10.6	6	2.565.078	4,20E-39	0	0	4.308	1082526794
1819	0.1	0.5	0	0.4	2000	200	3107	1224	27	0	3	3	2	4	0	0.698	0.66	1.42	1.5	0.2513	2	0.3456	-0.5655	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	2	10	4.2	NaN	4,20E-39	0	0	1.809	0
1820	0.1	0.5	0	0.4000001	2000	200	3107	1224	27	0	3	3	2	4	0	0.698	0.66	1.42	1.5	0.2513	2	0.3456	-0.5655	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	2	10	4.2	NaN	4,20E-39	12252	0	1.809	0
1821	1	0.5	0.002	0.75	1000	300	8115	1487	27	0.0275	3	7	0	8	1.2	0.75	0.2	0.55	1.5	0.2513	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10.6	6	2.565.078	4,20E-39	12257	0	4.308	1082526794
1824	0.1	0.375	0	2	2000	200	8897	321	27	0	3	3	2	4	0	0.6831	0.66	1.42	0	2.388	10.4	0	0	0	0	0	0	-1.257	0	0	0	0	0	0	0	20	100	1	NaN	4,20E-39	12266	0	4.308	0
1825	0.1	0.75	0	0.75	2000	200	2758	65	27	0	3	3	2	4	0	0.698	0.26	0.46	0.2	1.445	20	1.1	2.356	1.571	1.571	0	1.257	-1.257	12.19	10.81	0	0	0	0	0	20	30	5	NaN	4,20E-39	12271	0	2	0
1826	0.1	0.675	0	1.5	2000	200	2758	97	27	0	3	3	2	4	0	0.698	0.26	0.46	0.25	2.011	20	1.1	2.356	1.571	1.571	0	1.257	-1.257	12.19	10.81	0	0	0	0	0	20	20	10	1,04E-02	4,20E-39	0	1	2	0
1827	0.1	0.3	0	1.5	2000	200	8897	321	27	0	3	3	2	4	0	0.6831	0.66	1.42	0	2.388	10.4	0	0	0	0	0	0	-1.257	0	0	0	0	0	0	0	20	100	1	NaN	4,20E-39	12266	0	4.308	0
1828	0.1	0.15	0	1.5	2000	200	8897	329	48	0	3	3	2	4	0	0.5	0.66	1.42	0.35	1.382	8	0	0	0	0	0	0	-1.257	0	0	0	0	0	0	0	20	100	1	NaN	4,20E-39	0	0	4.308	0
1829	0.5875	0.279725	0	0.15	1499	0	727	232	27	0	7	4	10	10	0	0.75	0	0	0.7	0.2827	-1,00E-06	0	0	0	0	0	0	0	0.6283	0	0	0.48	0.66	0.26	0.55	24	3.508	17.4	2,47E+33	4,20E-39	0	0	2	0
1830	0.5875	0.2048	0	0.25	1499	0	727	232	27	0	7	4	10	10	0	0.75	0	0	0.4	0.2827	-1,00E-06	0	0	0	0	0	0.1571	0.4398	0.754	1.885	0	0.48	0.66	0.26	0.55	22.5	20	10.2	1,12E+23	2,80E-39	0	0	2	0
1831	0.5875	0.15485	0	0.15	1499	0	727	1224	27	0	7	4	10	10	0	0.75	0	0	0.45	0.2827	-1,00E-06	0	0	0	0	0	0	0	0.6283	0	0	0.48	0.66	0.26	0.55	14	3.508	5.4	4,83E+26	4,20E-39	12276	0	2	1060172412
1832	0.1975	0.25	0	0.7	1000	300	12297	64	27	0	3	3	2	4	0	0.75	0.35	0.35	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	-18.5	50	8.5	NaN	4,20E-39	0	0	2.009	0
1836	0.1	0.7292749	0.002	0.9000001	767	0	2758	37	24	0.0375	3	3	2	4	0.255	0.3663	0.03	0.18	0.7	0.1885	2	0	0	0	0	4.85	1.319	-1.885	0	-0.1257	0	0	0	0	0	40	8.906	1	NaN	4,20E-39	0	0	2	0
1837	0.49	0.2	0.0005	3.15	999	300	4298	13	31	0.045	5	6	2.45	9.3	0.39	0.2277	2	0.88	0.45	-1.131	-12.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-37.5	3.508	4.5	-7,27E-07	4,20E-39	12338	0	2	0
1838	1	0.15	0	1.2	1000	300	8404	64	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	-2,91E-14	4,20E-39	0	0	2	0
1839	0.49	0.2048	0.0005	3.15	999	300	172	13	31	0.045	5	6	2.45	9.3	0.39	0.2277	2	0.88	0.15	0.5027	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-37.5	3.508	4.5	1,75E-10	4,20E-39	0	0	2	0
1840	0.334	0.05	0	2.3	999	299	385	198	0	0.04	3	3	2	3.25	0.765	0	0.15	0.48	0	-0.1257	6.8	0	0	0	0	0.1	-3.142	3.142	3.896	-7.54	0	1	2	1.43	2	2.5	5.107	7.2	NaN	5,61E-39	0	0	2	0
1844	2.78	1.278.725	0.01	2.15	3209	0	8404	4	0	0	3	3	0	0	0	0.75	0	0	0	-0.1257	1.2	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	-1,00E+33	4,20E-39	12351	0	2	0
1845	0.5875	0.5045	0	1.45	3210	0	8279	328	27	0	7	4	10	10	0	0.75	0	0	0.9	-0.1257	1.2	0	0	0	0	0	0	0	0.6283	0	100	0.48	0.66	0.26	0.55	6	2.309	11.8	-1,00E+33	4,20E-39	0	0	10	0
1846	0.5875	0.5045	0	1.45	3210	0	8279	328	27	0	7	4	10	10	0	0.75	0	0	2.15	-0.1257	1.2	0	0	0	0	0	0	0	0.6283	0	100	0.48	0.66	0.26	0.55	6	2.309	11.8	-1,00E+33	4,20E-39	0	0	10	0
1847	1	115.385	0	2.5	1000	300	8279	73	27	0	3	3	2	4	0	0.75	0	0	0.85	0.1885	-1.2	0	0	0	0	0	0.3491	0.3491	0	0	0	0	0	0	0	30	2.609	7.5	3,15E+01	2,80E-39	12380	2	5	-1111423451
1848	0.2	0.5	0	1.5	1000	300	8404	1352	27	0	3	3	2	4	0	0.75	0	0	0.3	31.42	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	3,97E+34	8,41E-39	0	2	10	0
1849	0.2	0.229775	0	1.25	1000	300	8897	1352	27	0	3	3	2	4	0	0.75	0	0	0.15	31.42	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	6,05E-33	4,20E-39	0	0	9	-1115640572
1850	0.4315	0.35465	0	1.4	1000	0	1481	70	27	0.07	3	4	4.75	8	0.465	0	0.23	0.72	0	1.194	6.8	0	0	0	0	0.5	0	0	0	0	0	0.26	0.37	0.25	0.45	150	900	0	9,37E+18	4,20E-39	12389	0	2	0
1851	0.88	0.25	0.002	-1	999	200	2758	101	21	0.105	3	3	2	4	0.5	0.99	0.03	0.18	1	-0.6283	3	0	0	0	0	3	1.571	-1.571	0	0	0	0	0	0	0	-50	15	5	NaN	4,20E-39	0	0	2	0
1852	0.1	0.25	0.002	-1	999	200	2758	101	21	0.105	3	3	2	4	0.5	0.99	0.03	0.18	1	-0.6283	3	0	0	0	0	3	1.571	-1.571	0	0	0	0	0	0	0	-50	15	5	NaN	4,20E-39	12398	0	2	0
1858	2.78	1.75	0.01	1.66	2000	200	511	4	0	0	3	3	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	4,20E-39	12415	0	2	0
1860	2.78	0.5045	0.01	1.66	2000	200	511	13	48	0	3	3	0	0	0	0.75	0	0	2.9	0.6912	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,43E+16	4,20E-39	0	0	2	0
1864	2.78	0.2048	0	0.5999999	1000	200	8897	97	51	0	3	3	0	0	0	0.99	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	30	0.5098	1.5	3,01E-06	4,20E-39	0	0	2	0
1865	4	1	0	1.1	1000	200	8279	104	0	0	3	3	0	0	0	0.75	0	0	0	-6.283	-40	0	0	0	0	0.9	0.8168	0.9111	3.267	0	0	0	0	0	0	11	2.809	5.2	-2,70E-09	4,20E-39	0	0	8.306	1068029182
1866	4	1	0	1.85	1000	200	8279	64	0	0	3	3	0	0	0	0.75	0	0	0	-6.283	-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3.408	6.5	-3,28E+43	4,20E-39	12420	0	8.306	1068029182
1874	0.4315	0.5045	0	-0.15	240	300	1727	104	27	0	7	4	10	10	0	0.75	0	0	10	0.8796	-0.4	0	0	0	0	1.9	0.1571	0.8796	0	0	0	0.48	0.66	0.26	0.55	-1.5	1.509	1.5	-9,58E+36	4,20E-39	12429	0	2	0
1875	0.1	1.5	0.002	0.9000001	1999	0	2758	69	24	0.0375	3	3	2	4	0.255	0.3663	0.03	0.18	0.25	0.1885	2	0	0	0	0	1.55	0.06283	-0.03142	0	-0.1257	0	0	0	0	0	20	100	1	NaN	4,20E-39	0	0	2	0
1876	0.1	0.025	0	0	2000	200	8897	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	100	1	NaN	4,20E-39	12434	2	2	0
1877	0.1	0.04	0	0	2000	200	8897	65	27	0	3	3	2	4	0	0.698	0.66	1.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	100	1	2,12E-27	4,20E-39	0	0	2	0
1880	1	0.075	0	-1.15	1000	300	7335	72	27	0	3	3	2	4	0	0.75	0	0	0.6	0.6912	30	0	0	0	0	0.1	-3.142	3.142	-12.57	12.57	0	0	0	0	0	20	6.907	1	-6,45E+35	2,80E-39	12439	0	2	0
1881	1	0.025	0	0.15	1000	300	4845	72	27	0	3	3	2	4	0	0.75	0	0	0.45	1.068	35	0	0	0	0	0.2	-3.142	3.142	-12.57	12.57	0	0	0	0	0	20	11.9	6.3	3,57E-37	7,01E-39	0	0	2	0
1882	0.1	0.075	0	1.2	1000	0	4845	72	27	0	3	3	2	4	0	0.75	0	0	0.6	0.6283	30	0	0	0	0	0.2	-3.142	3.142	-12.57	12.57	400	0.49	1.37	0.52	0	50	11.9	12.3	-1,06E+43	2,80E-39	0	1	2	0
1883	0.1	0.075	0	1.45	1000	0	4845	72	27	0	3	3	2	4	0	0.75	0	0	0.5	0.754	30	0	0	0	0	0.15	-3.142	3.142	-12.57	12.57	400	0	0	0	0	50	11.9	12.3	-1,70E+42	2,80E-39	0	3	2	0
1885	1	0.5	0	1.55	1000	300	12452	832	27	0	3	3	2	4	0	0.75	0	0	0.25	6.283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	1	-5,70E+32	4,20E-39	12473	1	1.5	0
1886	1	0.5	0	0.5	1000	300	12478	64	27	0	3	3	2	4	0	0.75	0	0	0.25	6.283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	1	-2.699.096	4,20E-39	0	0	1	0
