field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	field22	field23	field24	field25	field26	field27	field28	field29	field30	field31	field32	field33	field34	field35	field36	field37	field38	field39	field40	field41	field42	field43	field44	field45	field46	field47	field48	field49	field50	field51	field52	field53	field54	field55	field56	field57	field58	field59	field60	field61	field62	field63	field64	field65
10542	-502267386	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	12	534043
10543	1611663887	2	0	0	0	0	80	0	0	1	0	0	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	-2113929216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	8	534043
10544	5275817	13	-0.2	0	0	0	7	19.29	0	0	1	4	126	126	-1	-1	-1	-1	0	7	19.29	0	0	1	4	126	355	39	0	0	0	-1	28	-1	-1	-1	-1	-1	0	0	1	0	0	50331648	0	0	0	0	0	0	0	0	0	0	0	0	0	753	0	0	0	0	0	0	534043
10546	1073785480	2	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-2113929216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10547	1610614784	2	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	-2113863680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	534043
10548	-2113903609	2	0	0	0	0	12	19.29	0	0	1	4	37	38	213	213	213	213	0	12	19.29	0	0	1	4	37	38	39	0	0	0	22	-1	-1	-1	-1	-1	-1	0	0	1	0	0	34078977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10549	33587213	1	-5	0	0	0	0.5	19.29	0	0	1	4	37	38	131	131	132	132	0	7	19.29	0	0	1	4	37	38	39	0	0	0	34	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10550	32783	21	-0.12	0	0.05	0	7	19.29	0	0	1	4	37	38	91	91	91	91	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10551	5185559	5	1	0	0.5	0	30	19.29	0	0	1	4	-1	-1	474	474	474	474	0	7	19.29	0	0	1	4	37	38	39	0	-1.047.198	3.141.593	-1	-1	53	10	-1	-1	-1	0	0	1	0	0	34078977	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	799	0	0	0	0	534043
10552	5185559	5	0	0	-1	0	30	19.29	0	0	1	4	-1	-1	474	474	474	474	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	53	62	-1	-1	-1	0	0	1	0	0	34078977	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	799	0	0	0	0	534043
10553	5185559	5	1	0	0.5	0	30	19.29	0	0	1	4	-1	-1	474	474	474	474	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	53	10	-1	-1	-1	0	0	1	0	0	34078977	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	799	0	0	0	0	534043
10554	5185559	5	0	0	0	0	30	19.29	0	0	1	4	-1	-1	474	474	474	474	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	53	125	-1	-1	-1	0	0	1	0	0	34078977	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	799	0	0	0	0	534043
10555	1610614784	2	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	-2113863680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	534043
10556	1610614784	2	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	-2113863680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	534043
10557	32783	21	-0.12	0	0.05	0	7	19.29	0	0	1	4	37	38	91	91	91	91	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10558	32781	21	-0.12	0	0.05	0	7	19.29	0	0	1	4	37	38	91	-1	91	91	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10559	39	2	0	0	0	0	7	19.29	0	0	2	2	37	38	39	0	39	0	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10567	34635791	1	0.5	0	-2	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10568	34635791	1	0.5	0	-2	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10570	33637391	2	0.1	0	0.25	0	7	19.29	0	0	1	4	37	38	26	26	0	0	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33574144	0	0	0	0	0	0	0	0	0	40	20	0	0	0	0	0	0	0	0	0	534043
10571	33619983	5	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10572	32783	21	-0.12	0	0.05	0	7	19.29	0	0	1	4	37	38	91	91	91	91	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10573	-2113748983	2	0	0	1.5	0	7	19.29	0	0	1	4	37	38	-1	-1	-1	-1	0	7	19.29	0	0	1	4	37	38	39	0	-0.2617994	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1624	0	0	0	0	0	0	534043
10574	33587279	2	0	0	0	0	7	19.29	0	0	10	10	37	38	-1	40	40	40	0	7	19.29	3.5	3.5	1	4	269	269	269	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10575	32783	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10576	172785679	3	0	0	0	0	7	19.29	0.3	0.3	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	1.5	0.5	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1765	0	0	0	0	534043
10577	33587215	21	0	0	0.2	0	7	19.29	0	0	1	4	37	38	91	91	26	26	0	7	19.29	0	0	3	3	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	534043
10578	34635791	21	-0.5	0	0.3	0	15	30	0	0	0	0	37	38	91	91	91	91	0	7	19.29	0	0	1	4	37	38	39	0	-0.2617994	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	534043
10580	-2130706425	21	0	0	0	0	7	19.29	0	0	1	4	37	38	91	91	91	91	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554688	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10581	1108345344	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	534043
10584	33554951	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	534043
10585	33718287	1	0.6	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	0	0	0	7	19.29	0	0	1	4	37	38	39	0	0.7853982	0	-1	-1	-1	115	-1	-1	26	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10587	33587279	2	0	0	0	0	7	19.29	0	0	10	10	37	38	-1	40	40	40	0	7	19.29	3.5	3.5	1	4	269	269	269	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10588	1108345344	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	534043
10589	33587215	6	0.3	0	-0.1	0	7	19.29	0	0	1	4	37	38	120	120	120	120	0	7	19.29	0	0	1	4	37	38	39	0	0	3.141.593	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10590	32783	13	0	0	0	0	7	19.29	0	0	1	4	37	38	37	41	128	123	0	7	19.29	0	0	1	4	37	38	39	0	-0.7853982	0	1	-1	-1	126	-1	-1	5	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10591	32783	6	0.3	0	-0.1	0	7	19.29	0	0	1	4	37	38	120	120	120	120	0	7	19.29	0	0	1	4	37	38	39	0	0	3.141.593	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10592	32783	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	104	128	123	0	7	19.29	0	0	1	4	37	38	39	0	-0.7853982	0	1	-1	-1	126	-1	-1	5	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10593	33587215	5	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10594	33587209	0	0	0	-2.3	0	7	19.29	0	0	1	4	37	38	-1	-1	-1	-1	0	7	19.29	0	0	1	4	37	38	39	-1.570.796	1.570.796	3.141.593	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33619968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10595	33587209	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	-1	-1	472	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10596	33587215	14	8	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10597	33587215	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10598	33587215	21	0	0	0	0	7	19.29	0	0	1	4	37	38	501	501	501	501	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10599	33587215	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10600	33587215	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10601	33587215	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10602	33587215	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10603	33587215	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10604	33587215	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10605	33587215	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10606	1079820430	5	0	0	0	0	7	19.29	0	0	1	4	191	474	5	5	0	190	0	5	19.29	0	0	3	5	37	38	39	0	-1.570.796	0	34	16	16	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10608	-2113903609	2	0	0	0	0	12	19.29	0	0	1	4	37	38	213	213	213	213	0	12	19.29	0	0	1	4	37	38	39	0	0	0	22	-1	-1	-1	-1	-1	-1	0	0	1	0	0	34078977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10609	33554433	1	0	-0.2	-0.35	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10610	33587209	1	0	0.2	-0.35	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10611	33587214	10	1	0	-1	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	2.094.395	-3.141.593	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10612	33587214	10	0	0.72	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	-1.308.997	-1.570.796	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10613	33587214	10	-0.2	-0.2	0.75	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	-2.094.395	0.4363323	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10614	33587214	10	0	-0.75	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0.5235988	3.141.593	-0.5235988	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10615	1074823215	21	0	0	0	0	10	19.29	0	2	1	4	37	38	-1	91	91	91	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	135	0	0	0	0	0	0	0	1	0	0	0	0	0.1	0	0.1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	534043
10616	33587208	10	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	-1	-1	-1	0	7	19.29	0	0	1	4	37	38	39	0	-1.570.796	0	-1	-1	-1	-1	-1	-1	26	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10617	1074823343	21	0	0	0	0	15	19.29	1	2	1	4	37	38	-1	91	91	91	0	7	19.29	0	0	1	4	37	38	269	0	0	0	-1	135	0	0	0	0	0	0	0	1	0	0	393922	1	2	2	0	0	-6	-1	0.5	0	0	0	0	0	0	0	0	0	0	0	8	534043
10618	1074823311	21	0	0	0	0	15	19.29	0	2	1	4	37	38	-1	91	91	91	0	7	19.29	0	0	0	0	37	38	269	0	0	0	-1	135	0	0	0	0	0	0	0	1	0	0	393922	1	2	1	0	0	-5	1	0.5	0	0	0	0	0	0	0	0	0	0	0	8	534043
10619	33587215	13	-0.6	0.4	0.15	0	7	19.29	0	0	1	4	37	38	-1	103	-1	103	0	7	19.29	0	0	1	4	37	38	39	0	0	0	39	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10620	-2113870837	2	-0.15	0	2.25	0	12	19.29	0	0	1	4	37	38	-1	710	128	123	0	12	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	34078977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	534043
10621	33587215	3	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10629	33587215	4	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10631	33587215	5	-1.7	-0.5	1.5	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10632	33587215	2	0	-1	-1	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10633	33587215	1	-1.5	-3.5	-1	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10634	33587215	1	-1.5	3.5	-1	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10635	1073774767	13	0	0	0	0	45	38	1	1	0	0	40	40	40	40	40	40	0	15	9	0	0	0	0	40	40	641	0	1.570.796	0	34	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33948096	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	8	534043
10636	33611791	5	-0.5	0	0.8	0	7	19.29	0	0	1	4	705	703	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10638	33554432	2	-1.5	0	0.4	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	1.570.796	3.141.593	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10639	33587215	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	534043
10640	32782	14	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	1.919.862	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10641	33611787	5	-0.8	0	0.7	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10642	33611787	5	-0.8	0.5	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0.1745329	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10643	33611787	5	-0.6	-0.5	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0.3490658	0.1745329	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10647	-2147434327	10	0	0	0	0	30	19.29	1	1	0	0	-1	-1	-1	-1	-1	-1	0	7	19.29	0	0	4	4	664	666	121	0	0	0	34	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	1837	1837	0	0	1221	0	0	8	534043
10648	33587215	14	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	534043
10649	32782	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10650	33587215	15	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	534043
10651	33587215	16	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	534043
10652	-2147450867	2	0	0	8	0	7	19.29	0	0	1	4	131	132	-1	102	9	9	0	7	19.29	0	0	1	4	37	38	39	0	3.141.593	0.3490658	16	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10653	1074864150	2	0	0	2	0	7	19.29	0	0	1	4	37	38	40	40	40	40	0	7	19.29	0	0	1	4	40	40	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	0	0	0	34078721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	534043
10654	1081870	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10655	33587215	1	-0.25	0	2	0	7	19.29	0	0	1	4	37	38	0	17	16	16	0	7	19.29	0	0	1	4	37	38	39	0	0	0	34	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10664	0	9	-1.5	1.6	-0.2	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
10665	0	9	-1.5	-1.4	0.5	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
