field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15
1895	1204	37	1000	367	2	1	0	3	0	2300	0.2	6	1	0	-1
1896	1204	37	1000	367	2	2	0	3	0	2300	0.2	6	1	0	-1
1897	1204	37	1000	367	2	3	0	3	0	2300	0.2	6	1	0	-1
1898	1204	37	1000	367	2	4	0	3	0	2300	0.2	6	1	0	-1
1899	1204	37	1000	367	2	5	0	3	0	2300	0.2	6	1	0	-1
1900	1205	466	0	341	0	0	0	0	0	0	1	0	0	0	-1
1901	1205	467	0	341	2	0	0	1	0	0	1	0	0	0	-1
1902	1206	0	0	597	0	0	0	1	0	0	1	32	0	0	-1
1903	1207	0	0	596	0	0	0	0	0	0	1	0	0	0	-1
1904	1208	101	0	341	0	0	0	4	0	4000	0.2	0	0	0	-1
1905	1208	101	800	341	2	0	0	3	0	2000	0	0	0	0	-1
1907	1208	101	800	341	2	1	0	0	0	0	-0.2	0	0	0	-1
1908	1209	120	0	343	0	0	0	0	0	0	1	32	0	0	0
1909	1210	96	700	341	0	0	0	1	0	0	0	0	0	0	-1
1910	545	87	0	341	2	1	0	0	0	0	1	0	0	0	-1
1912	564	52	0	341	1	1	0	0	0	0	1	0	0	0	-1
1919	545	26	0	341	1	2	0	0	0	0	1	0	0	0	-1
1920	1200	59	0	341	1	2	0	0	0	0	1	0	0	0	-1
1921	1211	0	0	341	0	0	0	3	0	700	1	0	0	0	-1
1922	1211	18	0	341	2	0	0	0	0	0	1	0	0	0	-1
1923	1211	21	0	341	2	1	0	0	0	0	1	0	0	0	-1
1924	1211	27	0	341	2	2	0	0	0	0	1	32	0	8192	-1
1925	1212	0	0	341	0	0	0	3	0	700	1	0	0	0	-1
1926	1212	17	0	341	2	0	0	0	0	0	1	32	0	8192	-1
1927	1212	87	0	341	2	1	0	0	0	0	1	0	0	0	-1
1928	1212	26	0	341	2	2	0	0	4	0	1	0	0	0	-1
1929	1200	26	0	341	2	3	0	0	0	0	1	32	0	8192	-1
1930	1199	24	0	341	2	2	0	0	0	0	1	0	0	0	-1
1931	566	27	0	341	2	2	0	0	0	0	1	32	0	8192	-1
1932	1213	0	0	341	0	0	0	3	0	700	1	0	0	0	-1
1933	1213	17	0	341	2	0	0	0	0	0	1	32	0	8192	-1
1934	1213	87	0	341	2	1	0	0	0	0	1	0	0	0	-1
1935	1213	26	0	341	1	2	0	0	0	0	1	0	0	0	-1
1936	1214	0	0	341	0	0	0	3	0	700	1	0	0	0	-1
1937	1214	52	0	341	2	0	0	0	5	0	1	0	0	0	-1
1938	1214	54	0	341	2	1	0	0	0	0	1	0	0	0	-1
1939	1214	26	0	341	2	2	0	0	2	0	1	0	0	0	-1
1940	1214	17	0	341	2	3	0	0	0	0	1	32	0	8192	-1
1941	1215	0	0	342	0	0	0	3	0	700	1	0	0	0	-1
1942	1215	54	0	341	2	0	0	0	0	0	1	0	0	0	-1
1943	1215	125	0	341	2	1	0	0	0	0	1	32	0	8192	-1
1944	1215	52	0	341	1	2	0	0	0	0	1	0	0	0	-1
1945	563	212	0	342	2	2	0	0	0	0	1	0	0	0	-1
1946	563	120	0	342	2	3	0	0	0	0	1	0	0	0	-1
1947	1216	118	0	348	0	0	0	0	0	0	1	0	0	0	0
1948	1217	16	0	341	0	0	0	3	0	1600	0.25	2	1	0	-1
1949	1217	16	400	341	2	0	0	0	0	0	1.5	2	1	0	-1
1950	1218	107	1290	341	0	0	0	1	0	0	0	2	0	0	0
1951	1219	55	0	341	0	0	0	3	0	1000	1	0	0	0	-1
1952	1219	55	1000	341	2	0	0	3	0	3200	0.25	0	0	0	-1
1953	1219	55	1800	341	2	1	0	3	0	3200	-0.25	0	0	0	1
1954	1220	110	0	404	0	0	0	1	0	0	0.15	0	0	0	-1
1956	1221	135	0	341	0	0	0	1	0	0	1	2	1	0	-1
1957	1222	216	0	341	0	0	0	0	0	0	1	0	0	0	-1
1958	1223	25	0	343	0	0	0	0	0	0	1	1	0	0	0
1959	1224	110	0	383	0	0	0	1	0	0	0.15	0	0	0	-1
1961	1225	42	0	341	0	0	0	1	0	0	0.09999999	0	0	0	-1
1962	1226	469	0	341	0	0	0	0	0	0	1	1	0	0	-1
1963	1226	470	0	341	2	0	0	0	0	0	1	1	0	0	1
1964	1227	181	0	341	0	0	0	3	0	2650	0.12	0	0	0	1
1965	1227	181	450	341	2	0	0	3	0	350	1	0	0	0	-1
1966	1228	181	800	341	0	0	0	3	0	1000	1	0	0	0	-1
1967	1229	62	0	341	0	0	0	1	0	0	1	0	0	0	-1
1968	1230	219	0	341	0	0	0	1	0	0	1	0	0	0	0
1969	1231	74	0	342	0	0	0	3	0	2500	0.9	0	0	0	1
1970	1232	181	250	342	0	0	0	3	0	500	0.15	0	0	0	-1
1971	1231	181	0	342	2	0	0	0	0	0	0.5	0	0	0	-1
1972	1233	42	0	341	0	0	0	1	0	0	1	0	0	0	0
1973	1234	1	1800	342	0	0	0	3	0	300	1	0	0	0	1
1974	1234	1	2100	342	2	0	0	3	0	300	0.5	0	0	0	2
1975	1234	1	2250	342	2	1	0	3	0	300	-0.5	0	0	0	1
1976	1235	37	0	342	0	0	0	0	0	0	1	0	0	0	1
1977	1235	39	0	342	2	0	0	3	0	150	1	0	0	0	-1
1978	1236	39	150	342	0	0	0	3	0	1150	1	0	0	0	-1
1979	1237	484	100	403	0	0	0	1	0	0	0	0	0	0	-1
1980	1237	128	400	383	0	0	0	0	0	0	0	0	0	0	-1
1981	1238	53	0	341	0	0	0	0	0	0	1	0	0	0	-1
1982	1238	124	0	341	2	0	0	1	0	0	1	0	0	0	-1
1983	1239	96	0	346	0	0	0	0	0	0	1	0	0	0	1
1984	1239	97	0	346	2	0	0	0	0	0	1	0	0	0	1
1985	1239	61	0	348	0	0	0	0	0	0	1	0	0	0	3
1986	1239	97	0	348	2	2	0	3	0	2000	1	0	0	0	2
1987	1240	10	500	342	0	0	0	3	0	750	0.2	0	2	0	1
1989	1240	10	650	342	2	0	0	3	0	750	-0.2	0	2	0	0
1990	1242	17	0	341	0	0	0	0	0	0	1	0	0	0	-1
1991	1242	26	0	341	2	0	0	0	0	0	1	32	0	8192	-1
1992	1243	5	0	348	0	0	0	1	0	0	1	0	0	0	-1
1993	1244	214	0	341	0	0	0	0	0	0	1	0	0	0	0
1994	1245	215	0	341	0	0	0	0	0	0	0.75	0	0	0	-1
1995	1246	213	0	341	0	0	0	0	0	0	1	0	0	0	-1
1996	1247	217	0	367	0	0	0	0	0	0	1	0	0	0	0
1997	1248	218	0	341	0	0	0	0	0	0	0.75	0	0	0	-1
1998	1249	216	0	341	0	0	0	0	0	0	0.75	0	0	0	-1
1999	1250	534	0	341	0	0	0	0	0	0	1	0	0	0	-1
2000	1251	74	0	341	0	0	0	0	0	0	1	0	0	0	-1
2002	1252	91	0	342	0	0	0	0	0	0	1	0	0	0	0
2003	1252	68	0	348	0	0	0	0	0	0	1	0	0	0	2
2004	1252	197	0	348	2	1	0	0	0	0	1	0	0	0	3
2005	1252	82	0	348	2	2	0	0	0	0	1	0	0	0	4
2006	1252	84	0	348	2	3	0	0	0	0	1	0	0	0	5
2007	1252	74	0	348	2	4	0	0	0	0	1	0	0	0	6
2008	1252	73	0	348	2	5	0	0	0	0	1	0	0	0	7
2009	1252	81	0	348	2	6	0	0	0	0	1	0	0	0	8
2010	1252	185	0	348	2	7	0	0	0	0	1	0	0	0	1
2011	1253	14	0	348	0	0	0	1	0	0	1	0	0	0	-1
2012	1254	127	0	341	0	0	0	0	0	0	1	0	0	0	-1
2013	1253	4	0	345	0	0	0	1	0	0	1	0	0	0	-1
2014	1255	55	0	341	0	0	0	3	0	1100	0.5	0	0	0	-1
2015	1255	55	430	341	2	0	0	3	0	1400	0.09999999	0	0	0	-1
2016	1255	55	570	341	2	0	0	3	0	1400	-0.09999999	0	0	0	1
2017	1256	147	0	367	0	0	0	0	0	0	1	0	0	0	0
2018	1257	16	0	411	0	0	0	0	0	0	1	2	3	0	-1
2019	1257	16	0	411	2	0	0	0	0	0	1	2	1	0	-1
2020	1257	60	0	411	2	1	0	0	0	0	1	2	0	0	-1
2021	1258	476	0	403	0	0	0	1	0	0	1	0	0	0	-1
2022	1257	16	0	411	2	2	0	0	0	0	1	2	0	0	-1
2024	1259	214	0	367	0	0	0	0	0	0	1	0	0	0	0
2025	1260	225	0	367	0	0	0	0	0	0	1	0	0	0	0
2026	1261	218	0	367	0	0	0	0	0	0	1	0	0	0	0
2027	1262	21	0	406	0	0	0	3	0	420	2	2	1	0	-1
2028	1263	455	0	341	0	0	0	0	0	0	1	1	0	0	-1
2029	1264	237	0	341	0	0	0	0	0	0	1	1	0	0	-1
2030	1265	646	0	365	0	0	0	0	0	0	1	0	0	0	-1
2031	1265	618	0	344	2	0	0	0	0	0	1	0	0	0	1
2032	1266	16	330	367	0	0	0	0	0	0	0	0	0	0	0
2033	1267	213	0	367	0	0	0	0	0	0	1	0	0	0	0
2034	1268	220	0	341	0	0	0	3	0	1400	1	0	0	0	-1
2035	1269	220	1400	341	0	0	0	3	0	3000	1	0	0	0	-1
2038	1272	100	0	363	0	0	0	1	0	0	1	0	0	0	-1
2039	1272	45	0	348	0	0	0	1	0	0	1	0	0	0	-1
2040	1272	211	0	345	0	0	0	1	0	0	1	2	1	0	-1
2041	1273	556	0	341	0	0	0	1	0	0	1	0	0	0	-1
2042	1274	198	0	348	0	0	0	0	10	0	1	0	0	0	-1
2043	1274	97	0	345	0	0	0	1	0	0	1	0	0	0	-1
2044	1275	14	0	341	0	0	0	1	0	0	-0.5	0	0	0	0
2046	1276	42	0	347	0	0	0	0	0	0	1.5	0	0	0	0
2047	1276	79	0	349	0	0	0	0	0	0	1	0	0	0	2
2048	1277	42	0	347	0	0	0	0	0	0	1.5	0	0	0	0
2049	1277	55	0	349	0	0	0	0	0	0	0.5	0	0	0	2
2050	1278	42	0	347	0	0	0	0	0	0	1.5	0	0	0	0
2051	1278	67	0	349	0	0	0	0	4	0	1.5	0	0	0	2
2052	1279	42	0	347	0	0	0	0	0	0	1.5	0	0	0	0
2053	1279	81	0	349	0	0	0	0	0	0	1	0	0	0	2
2054	1279	41	0	349	2	1	0	0	0	3000	1.5	0	0	0	1
2055	1278	41	0	349	2	1	0	0	0	5000	1.5	0	0	0	1
2056	1276	41	0	349	2	1	0	0	0	3000	1.5	0	0	0	1
2057	1277	55	0	349	2	1	0	0	0	0	-0.5	0	0	0	-1
2058	1277	41	0	349	2	2	0	0	0	4000	1.5	0	0	0	1
2059	1280	586	0	342	0	0	0	0	0	0	1	0	0	0	0
2060	1281	5	0	346	0	0	0	0	0	0	0.8	0	0	0	0
2061	1281	42	0	349	0	0	0	0	0	0	0.8	0	0	0	1
2062	1282	0	0	346	0	0	0	0	0	0	1	0	0	0	0
2063	1282	17	0	349	0	0	0	0	2	0	1	0	0	0	2
2064	1282	0	0	349	2	1	0	0	10	0	1	0	0	0	1
2065	1283	500	0	347	0	0	0	0	0	0	1	0	0	0	0
2066	1283	500	0	348	0	0	0	3	0	15000	1	0	0	0	2
2067	1283	68	0	348	2	1	0	4	2	23000	1	0	0	0	1
2069	1284	131	0	341	0	0	0	0	0	0	-1	0	0	0	-1
2070	1284	41	0	342	0	0	0	0	0	4000	1	0	0	0	-1
2071	1285	132	0	342	0	0	0	1	0	0	1	0	0	0	-1
2076	1288	6	0	341	0	0	0	0	0	0	1	0	0	0	1
2077	1288	6	0	341	2	0	0	0	0	0	1	0	0	0	1
2078	1169	91	0	410	0	0	0	1	0	0	1	2	2	0	-1
2079	1169	91	0	410	0	0	0	1	0	0	1	2	0	0	-1
2081	1290	77	0	366	0	0	0	0	0	0	1	0	0	0	0
2082	1291	58	0	341	0	0	0	0	0	0	2	0	0	0	-1
2083	1292	144	800	341	0	0	900	1	0	0	1	0	0	0	0
2084	1293	16	80	341	0	0	0	0	0	0	0	2	0	0	-1
2085	1294	16	80	341	0	0	0	0	0	0	0.5	2	0	0	-1
2086	1295	226	1500	508	0	0	0	1	0	0	1	16	0	0	-1
2087	1296	0	700	345	0	0	0	1	0	0	0	2	2	0	-1
2088	1296	0	0	350	0	0	0	1	0	0	1	2	1	0	1
2089	1297	55	850	349	0	0	0	3	0	1000	-0.5	0	0	0	-1
2090	1297	55	350	349	2	0	0	3	0	1000	0.5	0	0	0	0
2092	1298	70	0	341	0	0	0	0	0	0	1	0	0	0	-1
2093	1299	474	0	348	0	0	0	0	0	0	1.1	0	0	0	0
2094	1299	100	0	345	0	0	0	0	0	0	1	0	0	0	1
2099	1301	68	300	349	0	0	0	1	0	0	0	0	0	0	-1
2101	1302	58	1400	348	0	0	0	2	0	1000	-1	0	0	0	0
2104	1303	1	2350	367	0	0	0	2	0	3000	-0.6	0	0	0	-1
2105	1304	10	300	341	0	0	0	1	0	0	0	0	0	0	-1
2106	1305	474	0	346	0	0	0	0	0	0	1.8	0	0	0	0
2107	1305	64	0	348	0	0	0	0	0	0	1	0	0	0	1
2109	1305	74	0	414	0	0	0	0	0	0	1	0	0	0	2
2111	1306	58	0	367	0	0	0	2	0	1850	0.4	0	0	0	1
2114	1307	0	3200	409	0	0	0	0	0	0	1.5	6	1	0	0
2115	1307	0	0	369	0	0	0	0	1	0	2	6	2	0	-1
2117	1306	58	700	367	0	0	1850	0	0	0	1.5	0	0	0	-1
2118	1307	0	0	369	0	0	0	0	2	0	4	6	2	0	-1
2119	1307	0	3200	411	0	0	0	0	0	0	1	6	1	0	-1
2123	1309	79	0	341	0	0	0	2	0	3000	1	0	0	0	-1
2124	1309	79	3000	341	2	0	0	4	1	1600	-0.75	0	0	0	-1
2127	1309	79	1700	341	2	1	0	4	2	1800	0.75	0	0	0	1
2128	1310	79	3400	341	0	0	0	0	0	0	1	0	0	0	-1
2129	1311	476	0	349	0	0	0	1	0	0	1	0	0	0	-1
2130	1312	16	0	341	0	0	0	3	0	600	1	0	0	0	-1
2131	1312	16	600	341	2	0	0	3	0	500	0.2	0	0	0	-1
2132	1312	16	700	341	2	1	0	3	0	500	-0.2	0	0	0	1
2136	1314	0	1000	341	0	0	0	3	0	1000	1	18	0	0	0
2137	1315	63	2200	348	0	0	0	1	0	0	0	0	0	0	-1
2138	1316	16	800	406	0	0	0	1	0	0	0	0	0	0	-1
2139	1316	1	3200	410	0	0	0	0	0	0	0	0	0	0	-1
2140	1317	16	550	403	0	0	0	1	0	0	0	2	0	0	0
2141	1317	0	0	346	0	0	0	1	0	0	1	2	0	0	1
2143	1319	77	0	403	0	0	0	4	0	700	0.5	0	0	0	-1
2144	1319	77	350	403	2	0	0	4	1	700	-0.5	0	0	0	-1
2145	1319	0	0	347	0	0	0	1	0	0	1	2	0	0	-1
2146	1319	0	0	349	0	0	0	1	0	0	1	2	0	0	-1
2147	1320	75	1000	372	0	0	0	0	0	0	0	0	0	0	0
2148	1320	63	0	350	0	0	0	0	0	0	1	0	0	0	1
2149	1319	60	1200	409	0	0	300	2	0	800	1	0	0	0	-1
2150	1321	11	0	345	0	0	0	0	5	0	1	0	0	0	-1
2151	1321	0	0	350	0	0	0	0	0	0	1	0	0	0	1
2152	1322	13	0	345	0	0	0	0	0	0	1	0	0	0	0
2153	1322	0	0	350	0	0	0	1	0	0	1	0	0	0	-1
2154	1323	463	0	341	0	0	0	0	0	0	-0.75	1	0	0	-1
2156	1324	103	0	347	0	0	0	0	0	0	1	0	0	0	0
2157	1324	61	0	348	0	0	0	0	0	0	1	0	0	0	2
2159	1324	104	0	348	0	0	0	0	10	0	1	0	0	0	1
2164	1327	126	0	342	0	0	0	0	0	0	0.03	0	0	0	0
2165	1328	120	0	347	0	0	0	0	0	0	1	0	0	0	0
2166	1328	28	0	348	0	0	0	0	0	0	1	0	0	0	1
2167	1329	242	0	341	0	0	0	1	0	0	1	1	0	0	0
2168	1330	11	0	342	0	0	0	0	0	0	0.3	0	0	0	0
2169	1330	28	0	348	0	0	0	0	0	0	1	0	0	0	1
2172	1332	74	0	341	0	0	0	2	0	750	1	0	0	0	-1
2173	1332	74	750	341	2	0	0	4	1	2250	0.33	0	0	0	-1
2175	1333	193	0	410	0	0	0	0	0	0	1	0	0	0	0
2176	1333	74	1000	508	0	0	0	4	1	1000	0.5	0	0	0	-1
2178	1333	74	1500	508	2	1	0	4	2	1000	-0.5	0	0	0	1
2181	1335	11	0	342	0	0	0	0	0	0	0.5	0	0	0	0
2182	1335	26	0	348	0	0	0	0	0	0	1	0	0	0	1
2183	1336	16	0	342	0	0	0	4	0	1950	0.28	2	1	0	1
2184	1336	16	800	342	2	0	0	0	0	0	0.8	2	1	0	-1
2185	1337	181	0	341	0	0	0	4	0	3000	0.125	0	1	0	-1
2186	1338	181	420	341	0	0	0	0	0	0	1	0	1	0	-1
2188	1339	126	0	366	0	0	0	0	0	0	0.09999999	1	0	0	0
2192	1343	0	0	341	0	0	0	0	0	0	0.25	0	0	0	0
2193	1344	193	0	345	0	0	0	1	0	0	1	0	0	0	-1
2194	1344	125	0	350	0	0	0	1	0	0	1	2	1	0	-1
2195	1345	474	0	347	0	0	0	0	0	0	1	0	0	0	0
2196	1345	5	0	348	0	0	0	0	0	0	0.5	0	0	0	1
2197	1346	54	0	341	0	0	0	4	0	2000	0.5	0	0	0	-1
2198	1347	54	1000	341	0	0	0	0	0	0	0.3	0	0	0	-1
2199	1348	91	0	349	0	0	0	1	0	0	1	2	0	0	-1
2200	1348	0	0	343	0	0	0	0	0	0	1	2	0	0	-1
2201	1349	0	0	261	0	0	0	0	0	0	1	1	0	0	-1
2202	1349	464	0	661	2	0	0	0	0	0	1	0	0	0	-1
2203	1350	193	1000	345	0	0	0	1	0	0	0	0	0	0	0
2204	1350	28	0	348	0	0	0	0	0	0	1	0	0	0	1
2205	1351	19	1176	384	0	0	0	1	0	0	0	2	2	0	-1
2206	1351	0	0	346	0	0	0	1	0	0	0	2	0	0	-1
2207	1351	0	0	404	0	0	0	1	0	0	0.2	2	0	0	-1
2208	1351	0	0	409	0	0	0	1	0	0	0.3	0	0	0	-1
2209	1352	97	0	347	0	0	0	1	0	0	1	0	0	0	-1
2210	1352	14	0	349	0	0	0	1	0	0	1	0	0	0	-1
2211	1353	564	0	341	0	0	0	0	0	0	1	0	0	0	-1
2212	1354	102	0	410	0	0	0	0	0	0	1	0	0	0	0
2213	1354	91	0	406	0	0	0	0	0	0	1	0	0	0	0
2218	1357	0	0	663	0	0	0	0	0	0	1	0	0	0	-1
2219	1358	0	0	662	0	0	0	1	0	0	1	32	0	0	-1
2220	1359	0	0	597	0	0	0	1	0	0	1	32	0	0	-1
2221	1360	0	0	596	0	0	0	0	0	0	1	0	0	0	-1
2222	1361	518	0	682	0	0	0	0	0	0	1	0	0	4096	-1
2223	1361	520	0	184	2	0	0	1	0	0	1	0	0	4096	-1
2224	1362	522	0	682	0	0	0	0	0	0	1	0	0	4096	-1
2225	1363	289	0	348	0	0	0	0	0	0	1	1	0	0	-1
2226	1364	0	0	344	0	0	0	1	0	0	1	2	0	0	0
2227	1365	40	0	348	0	0	0	0	0	0	0	0	0	0	0
2228	1365	0	0	347	0	0	0	0	0	0	1	0	0	0	1
2229	1366	53	0	363	0	0	0	0	0	0	0.4	0	0	0	-1
2230	1367	54	0	341	0	0	0	0	0	0	0.8	0	0	0	1
2231	1367	99	0	365	2	0	0	4	1	2000	1.2	0	0	0	2
2232	1367	71	0	342	2	1	0	4	2	1000	1	2	0	0	3
2233	1367	71	0	368	2	2	0	0	0	0	1	2	1	0	2
2236	1368	135	0	341	0	0	0	1	0	0	1	2	1	0	0
2238	1370	0	0	341	0	0	0	1	0	0	1	7	1	0	0
2239	1371	94	0	341	0	0	0	0	0	0	1	0	0	0	-1
2240	1372	61	0	341	0	0	0	1	0	0	1	0	0	0	0
2241	1373	101	0	341	0	0	0	0	0	0	1	0	0	0	1
2242	1373	74	0	342	2	0	200	4	1	3000	1	0	0	0	2
2243	1374	193	0	341	0	0	0	1	0	0	1	0	0	0	0
2244	1373	74	3000	342	2	1	0	4	2	1400	0.5	0	0	0	3
2245	1373	74	3700	342	2	2	0	4	3	1400	-0.5	0	0	0	2
2246	1375	31	0	342	0	0	0	0	0	0	2.5	0	0	0	0
2247	1376	215	0	341	0	0	0	0	0	0	1	0	0	0	-1
2248	1376	214	0	367	0	0	0	0	0	0	1	0	0	0	-1
2249	1377	216	0	342	0	0	0	0	0	0	0.75	0	0	0	-1
2250	1378	19	0	341	0	0	0	4	0	2000	0.25	2	1	0	-1
2252	1379	19	500	341	0	0	0	0	0	0	1	2	1	0	-1
2253	1380	229	0	341	0	0	0	0	0	0	1	1	0	0	0
2254	1381	201	0	367	0	0	0	0	0	0	1	0	0	0	-1
2255	1382	52	0	348	0	0	0	0	0	0	1	0	0	0	-1
2256	1382	52	850	348	2	0	0	0	0	0	0	0	0	0	1
2262	1385	51	0	348	0	0	0	1	0	0	1	0	0	0	-1
2263	1386	62	750	341	0	0	0	2	0	450	-2	16	0	0	-1
2265	1387	1	0	341	0	0	410	0	0	0	-1	0	0	0	-1
2266	1388	45	0	341	0	0	0	1	0	0	1	0	0	0	0
2267	1389	108	0	348	0	0	0	2	0	3200	1	0	0	0	-1
2268	1389	107	0	342	2	0	0	0	0	0	1	0	0	0	-1
2269	1390	99	0	341	0	0	0	0	0	0	1	0	0	0	1
2270	1390	100	0	342	2	0	0	4	1	6000	1	64	0	0	2
2271	1390	101	0	341	2	1	0	0	0	0	1	0	0	0	-1
2274	1391	572	0	341	0	0	0	0	0	0	1	0	0	0	-1
2275	1392	193	0	341	0	0	0	1	0	0	1	0	0	0	-1
2276	1393	242	0	367	0	0	0	1	0	0	1	1	0	0	0
2279	1395	233	0	341	0	0	0	0	0	0	1	1	0	0	0
2280	1396	525	0	366	0	0	0	0	0	0	1	5	0	0	0
2281	1397	463	0	341	0	0	0	0	0	0	-1	1	0	0	-1
2282	1397	242	0	367	2	0	0	1	0	0	1	1	0	0	1
2283	1398	242	0	341	0	0	0	1	0	0	1	1	0	0	0
2286	1400	463	0	341	0	0	0	0	0	0	1	1	0	0	-1
2288	1401	201	0	341	0	0	0	4	0	1300	1	0	0	0	-1
2289	1401	233	0	341	2	0	0	1	0	0	1	1	0	0	1
2290	1402	215	0	341	0	0	0	0	0	0	1	0	0	0	-1
2291	1403	10	0	341	0	0	0	4	0	800	0.5	0	0	0	-1
2293	1404	10	400	341	0	0	0	0	0	0	0.5	0	0	0	-1
2295	1405	16	0	341	0	0	0	0	0	0	0.4	2	1	0	-1
2296	1406	0	0	341	0	0	0	0	0	0	-1	0	0	0	0
2297	1407	126	0	341	0	0	0	0	10	0	0.2	0	0	0	0
2298	1408	37	0	341	0	0	0	0	0	0	1	0	0	0	-1
2299	1409	469	0	341	0	0	0	0	0	0	1	1	0	0	-1
2302	1409	470	0	341	2	0	0	0	0	0	1	1	0	0	1
2303	1410	100	0	345	0	0	0	1	0	0	1	0	0	0	-1
2304	1410	100	0	348	0	0	0	1	0	0	1	0	0	0	-1
2305	1410	6	0	403	0	0	0	1	0	0	1	0	1	0	-1
2306	1410	115	0	404	0	0	0	1	0	0	1	0	1	0	-1
2307	1410	1	0	409	1	0	0	0	0	0	0.2	66	1	0	4
2308	1411	463	0	341	0	0	0	0	0	0	0.85	1	0	0	-1
2309	1412	201	0	341	0	0	0	4	0	1300	1	0	0	0	-1
2310	1412	233	0	341	2	0	0	1	0	0	1	1	0	0	1
2311	1413	52	0	367	0	0	0	1	0	0	1	0	0	0	-1
2312	1414	84	0	341	0	0	0	1	0	0	1	2	0	0	1
2314	1414	84	0	341	2	0	0	1	0	0	1	2	0	0	0
2316	1415	16	0	341	0	0	0	0	0	0	1	2	0	0	-1
2317	1416	17	0	341	0	0	0	0	0	0	1	0	0	0	-1
2318	1416	0	0	341	2	0	0	0	0	0	1	0	0	0	-1
2319	1416	17	0	341	2	1	0	0	0	0	0.7	0	0	0	0
2320	1417	126	0	367	0	0	0	1	0	0	-0.09999999	0	0	0	-1
2321	1418	283	0	341	0	0	0	0	0	0	1	1	0	0	0
2322	1419	0	0	341	0	0	0	0	0	0	1	2	3	0	-1
2323	1420	100	0	367	0	0	0	1	0	0	1	0	0	0	-1
2324	1421	0	0	341	0	0	0	1	0	0	1	6	2	0	0
2325	1422	0	0	341	0	0	0	1	0	0	1	6	3	0	0
2326	1423	0	0	341	0	0	0	1	0	0	1	6	4	0	0
2327	1424	42	0	345	0	0	0	1	0	0	1	0	0	0	-1
2329	1424	42	0	349	0	0	0	1	0	0	1	0	0	0	-1
2330	1425	54	0	61	0	0	0	0	0	0	1	0	0	16	-1
2331	1426	55	0	370	0	0	0	0	0	0	2	0	0	0	-1
2332	1427	6	0	367	0	0	0	1	0	0	1	22	0	0	-1
2333	1428	274	0	341	0	0	0	0	0	0	1	1	0	0	0
2334	1429	40	0	342	0	0	0	0	0	0	0.08	0	0	0	0
2335	1430	238	0	367	0	0	0	0	0	0	1	1	0	0	-1
2336	1431	113	0	367	0	0	0	0	0	0	1	0	0	0	-1
2337	1432	66	0	366	0	0	0	0	0	0	1	0	0	0	-1
2338	1433	128	0	412	0	0	0	0	0	0	0.3	0	0	0	-1
2339	1433	63	0	412	2	0	0	0	0	0	1	0	0	0	1
2340	1434	185	0	341	0	0	0	0	0	0	0.8	0	0	0	-1
2341	1434	133	0	413	0	0	500	0	0	0	0.5	0	0	0	-1
2342	1434	134	0	413	2	1	0	0	0	0	0.5	0	0	0	2
2343	1435	67	0	367	0	0	0	0	0	0	1	0	0	0	-1
2344	1432	26	0	413	0	0	0	0	0	0	0.5	0	0	0	-1
2345	1436	74	0	341	0	0	0	0	0	0	1	0	0	0	-1
2346	1437	456	0	345	0	0	0	1	0	0	1	1	0	0	-1
2347	1438	17	0	341	0	0	0	0	0	0	0.25	2	1	0	-1
2348	1439	101	0	341	0	0	0	0	0	0	1	0	0	0	-1
2349	1440	101	0	341	0	0	0	0	0	0	1	0	0	0	-1
2350	1440	0	0	342	2	0	0	0	0	0	1	2	2	0	-1
2351	1441	234	0	366	0	0	0	0	0	0	1	3	0	0	0
2352	1442	457	0	341	0	0	0	0	0	0	1	1	0	0	-1
2353	1443	158	0	341	0	0	0	1	0	0	1	0	0	0	0
2354	1444	0	0	341	0	0	0	1	0	0	1	6	2	0	0
2355	1445	193	0	367	0	0	0	0	0	0	0.6	0	0	0	0
2356	1446	443	0	348	0	0	0	0	0	0	1	3	1	0	0
2357	1447	245	0	346	0	0	0	0	0	0	1.5	1	0	0	-1
2360	1446	135	0	411	0	0	0	0	0	0	1	3	1	0	1
2361	1448	443	0	366	0	0	0	0	0	0	1	3	0	0	0
2366	1453	54	0	341	0	0	0	0	0	0	0.5	0	0	0	-1
2367	1454	470	0	367	0	0	0	3	0	2500	1	1	0	0	-1
2368	1454	100	0	367	2	0	0	3	0	5000	1	1	0	0	1
2370	1455	202	0	366	0	0	0	0	0	0	1	1	0	0	0
2371	1456	101	0	367	0	0	0	0	0	0	1	0	0	0	-1
2372	1456	327	0	367	2	0	0	0	0	0	1	1	0	0	-1
2373	1457	26	0	366	0	0	0	0	0	0	0.09999999	0	0	0	0
2377	1459	60	0	341	0	0	0	0	0	0	1	0	0	0	1
2378	1459	60	0	342	2	0	0	0	0	0	1	0	0	0	-1
2379	1460	74	0	406	0	0	0	0	0	0	0.5	0	0	0	-1
2380	1460	193	0	341	0	0	0	0	0	0	1	0	0	0	1
2381	1461	37	0	342	0	0	0	0	0	0	1.5	0	0	0	0
2390	1462	0	0	348	0	0	0	0	0	0	1	2	2	0	-1
2391	1463	0	0	409	0	0	0	0	0	0	1	2	2	0	-1
2392	1464	60	0	348	0	0	0	0	0	0	1	0	0	0	1
2393	1464	60	0	342	2	0	0	0	0	0	1	0	0	0	2
