field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	field22	field23	field24
102353	0	0	0	0	154308	0	1	0	1	0	0	7	0	0	1336306	1336342	0	1336378	1336413	0	0	0	0	0
102354	0	0	0	0	577663	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1335248	1336654	0	0
102355	0	0	0	0	1335151	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1336688	0	0	0	0
102356	0	0	0	0	1336106	0	0	0	0	0	0	7	0	0	0	1336722	0	0	0	0	0	0	0	0
102357	0	0	0	0	1336139	0	0	0	1	0	0	7	0	0	1336758	1336794	0	1336830	1336865	1336900	1336934	0	0	0
102358	0	0	0	0	1336171	0	2	0	0	0	0	7	0	0	0	1336968	1337003	0	0	0	0	0	0	0
102359	0	0	0	0	1336207	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1337038	1337072	0	0	0
102360	0	0	0	0	154308	0	1	0	1	0	0	7	0	0	1336758	1336794	0	1336830	1336865	0	0	0	0	0
102361	0	0	0	0	577663	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1337106	1337140	0	0
102362	1335316	1335352	1337174	1337174	1335423	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
102363	1335458	0	1337209	0	1335522	0	0	0	0	0	0	7	246	307	0	0	0	0	0	0	0	0	0	0
102364	0	0	0	0	154308	0	0	0	0	0	0	7	0	0	1336758	1336794	0	1336830	1336865	0	0	0	0	0
102365	0	0	0	0	1336139	0	0	0	0	0	0	7	0	0	1336758	1336794	0	1336830	1336865	0	0	0	0	0
102366	0	0	0	0	154308	0	0	0	0	0	0	7	0	0	1335629	1335667	0	1335705	1335742	0	0	0	0	0
102367	0	0	0	0	1336139	0	0	0	0	0	0	7	0	0	1336306	1336342	0	1336378	1336413	0	0	0	0	0
102368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1337240	694320	0	1129620	1337267	1337293	0	0	0	0
102369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1042424	1337293	0	0	0	0
102370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1337318	1337343	0	0
102376	1333615	0	1333644	0	1333673	0	0	0	0	0	0	10	248	306	0	0	0	0	0	0	0	0	0	0
102377	1333764	1333798	1333832	1333832	1333856	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
102378	1333615	0	1334079	0	1333673	0	0	0	0	0	0	10	248	306	0	0	0	0	0	0	0	0	0	0
102379	1333615	0	1335031	0	1333673	0	0	0	0	0	0	10	248	306	0	0	0	0	0	0	0	0	0	0
102380	1333764	1333798	1334107	1334107	1333856	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
102381	1333764	1333798	1334107	1334107	1333856	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
102382	1335458	0	1335489	0	1335522	0	0	0	0	0	0	7	248	306	0	0	0	0	0	0	0	0	0	0
102383	1335458	0	1335489	0	1335522	0	0	0	0	0	0	7	368	368	0	0	0	0	0	0	0	0	0	0
102384	1335458	0	1336239	0	1335522	0	0	0	0	0	0	7	248	306	0	0	0	0	0	0	0	0	0	0
102385	1335458	0	1337209	0	1335522	0	0	0	0	0	0	7	248	306	0	0	0	0	0	0	0	0	0	0
102386	1335458	0	1335489	0	1335522	0	0	0	0	0	0	7	285	285	0	0	0	0	0	0	0	0	0	0
102387	1335458	0	1336239	0	1335522	0	0	0	0	0	0	7	285	285	0	0	0	0	0	0	0	0	0	0
102388	1335458	0	1337209	0	1335522	0	0	0	0	0	0	7	285	285	0	0	0	0	0	0	0	0	0	0
102389	0	0	0	0	1336139	0	0	0	0	0	0	7	0	0	1335629	1335667	0	1335705	1335742	0	0	0	0	0
102391	0	0	0	0	1335216	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1337106	1337140	0	0
102392	0	0	0	0	1335216	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1335997	1336033	0	0
102393	0	0	0	0	1336207	0	0	0	1	0	0	7	0	0	0	0	0	0	0	1336586	1336620	0	0	0
102405	0	0	0	0	1001682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102406	0	0	0	0	0	0	2	0	1	0	0	0	0	0	532362	0	0	532401	532439	1337368	0	0	0	0
102407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532362	0	0	532401	532439	0	0	0	0	0
102408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1337368	0	0	0	0
102409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1337405	1337442	0	0
102410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1337479	0	0	0	0	0	0	0	0
102455	1337518	326164	1245767	326207	1314191	0	0	0	0	0	0	7	249	305	0	0	0	0	0	0	0	0	0	0
102456	1337518	326164	1245767	326207	807759	0	0	0	0	0	0	7	249	305	0	0	0	0	0	0	0	0	0	0
102457	390886	0	337622	0	1337556	0	0	0	0	0	0	8	245	245	0	0	0	0	0	0	0	0	0	0
102458	0	0	0	0	1337570	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
102459	737149	0	1337607	0	737208	0	0	0	0	0	0	7	245	245	0	0	0	0	0	0	0	0	0	0
102460	737149	0	1337637	0	737208	0	0	0	0	0	0	7	245	245	0	0	0	0	0	0	0	0	0	0
102461	1337666	0	1337693	0	1337716	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
102462	1337666	0	1337743	0	1337716	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
102463	1337666	0	1337772	0	1337716	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
102464	1337666	0	1337801	0	1337716	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
102465	0	0	0	0	1337827	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
102466	0	0	0	0	1337844	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
102467	0	0	0	0	1337827	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
102469	0	0	0	0	823503	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
102470	359791	0	328564	0	349043	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	101
102471	359791	0	509154	0	42033	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	106
102530	1299541	0	1299572	0	1299602	0	0	0	0	0	0	11	285	285	0	0	0	0	0	0	0	0	0	0
102538	0	0	0	0	1320710	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
102539	0	0	0	0	1337861	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
102540	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0
102541	0	0	0	0	1337890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102542	0	0	0	0	750271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102543	1337908	0	1337940	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0
102544	0	0	0	0	1012049	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
102545	0	0	0	0	1337968	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
102546	0	0	0	0	1117747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102547	0	0	0	0	1117747	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
102548	0	0	0	0	1337997	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
102549	0	0	0	0	1338027	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
102550	0	0	0	0	1338027	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
102551	1298801	0	1298833	0	1298864	0	0	0	0	0	225	12	0	0	0	0	0	0	0	0	0	0	0	0
102552	1299541	0	1300774	0	1299602	0	0	0	0	0	0	11	285	285	0	0	0	0	0	0	0	0	0	0
102553	1299541	0	1300255	0	1299602	0	0	0	0	0	0	11	285	285	0	0	0	0	0	0	0	0	0	0
102554	1299541	0	1301245	0	1299602	0	0	0	0	0	0	11	285	285	0	0	0	0	0	0	0	0	0	0
102555	132245	0	252534	0	252553	0	0	0	0	0	0	7	249	305	0	0	0	0	0	0	0	0	0	0
102556	0	0	0	0	919160	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
102557	0	0	0	0	1126142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102558	0	0	0	0	1091692	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
102559	0	0	0	0	1337844	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
102560	0	0	0	0	1338043	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
102561	1338073	0	1338103	0	1338133	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102562	1338073	0	1338163	0	1338133	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102563	1338073	0	1338192	0	1338133	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102564	1338073	0	1338223	0	1338133	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102565	1338073	0	1338163	0	1338133	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102566	1338073	0	1338192	0	1338133	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102567	1338073	0	1338223	0	1338133	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102568	0	0	0	0	1195997	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102569	0	0	0	0	21085	0	0	0	0	0	0	7	0	0	0	1338255	0	0	0	0	0	0	0	0
102570	0	0	0	0	29949	0	0	0	0	0	0	7	0	0	0	0	0	0	1338293	1338329	0	0	0	0
102571	0	0	0	0	278417	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1338365	1338401	0	0	0
102572	0	0	0	0	2600	0	1	0	0	0	0	7	0	0	0	1338437	1338474	0	0	0	0	0	0	0
102573	0	0	0	0	133044	0	0	0	0	0	0	7	0	0	1338511	1338549	0	1338587	1338624	0	0	0	0	0
102574	0	0	0	0	11434	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	1338661	1338697	0	0
102575	1338733	1338770	1338807	1338807	547125	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
102576	1338835	0	1338867	0	573857	0	0	0	0	0	0	7	247	369	0	0	0	0	0	0	0	0	0	0
102577	0	0	0	0	278417	0	0	0	1	0	0	7	0	0	0	0	0	0	0	1338365	1338401	0	0	0
102578	1338900	0	1338927	0	1338950	0	0	0	0	0	2798	12	0	0	0	0	0	0	0	0	0	0	0	0
102579	0	0	0	0	1136350	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
102580	1338900	0	1338977	0	1338950	0	0	0	0	0	2798	12	0	0	0	0	0	0	0	0	0	0	0	0
102581	1338900	0	1339004	0	1338950	0	0	0	0	0	2798	12	0	0	0	0	0	0	0	0	0	0	0	0
102582	1338900	0	1339033	0	1338950	0	0	0	0	0	2798	12	0	0	0	0	0	0	0	0	0	0	0	0
102583	0	0	0	0	11434	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1338661	1338697	0	0
102584	0	0	0	0	133044	0	0	0	1	0	0	7	0	0	1338511	1338549	0	1338587	1338624	0	0	0	0	0
102585	0	0	0	0	1152339	0	0	0	1	0	0	7	0	0	1339059	1338549	0	1338587	1338624	1339097	1339133	0	0	0
102586	1338835	0	1338867	0	573857	0	0	0	0	0	0	7	246	307	0	0	0	0	0	0	0	0	0	0
102589	1338733	1338770	1338807	1338807	547125	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
102590	1338835	0	1338867	0	573857	0	0	0	0	0	0	7	246	307	0	0	0	0	0	0	0	0	0	0
102592	0	0	0	0	29949	0	0	0	0	0	0	7	0	0	0	0	0	0	1339169	1339206	0	0	0	0
102594	0	0	0	0	1152339	0	0	0	1	0	0	7	0	0	1339243	1339282	0	1339321	1339359	1339397	1339434	0	0	0
102595	0	0	0	0	21085	0	0	0	0	0	0	7	0	0	0	1339471	0	0	0	0	0	0	0	0
102596	0	0	0	0	11434	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1339510	1339547	0	0
102597	0	0	0	0	133044	0	0	0	0	0	0	7	0	0	1339243	1339282	0	1339321	1339359	0	0	0	0	0
102598	0	0	0	0	2600	0	1	0	0	0	0	7	0	0	0	1339584	1339622	0	0	0	0	0	0	0
102599	0	0	0	0	278417	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1339660	1339697	0	0	0
102600	1338835	0	1339734	0	573857	0	0	0	0	0	0	7	246	307	0	0	0	0	0	0	0	0	0	0
102601	1338733	1338770	1339768	1339768	547125	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
102602	0	0	0	0	29949	0	1	0	0	0	0	7	0	0	0	0	0	0	1339169	1339206	0	0	0	0
102603	0	0	0	0	29949	0	1	0	0	0	0	7	0	0	0	0	0	0	1338293	1338329	0	0	0	0
102609	0	0	0	0	21085	0	0	0	0	0	0	7	0	0	0	1339797	0	0	0	0	0	0	0	0
102610	0	0	0	0	1152339	0	0	0	1	0	0	7	0	0	1339835	1339873	0	1339911	1339948	1339985	1340021	0	0	0
102611	0	0	0	0	278417	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1340057	1340093	0	0	0
102612	0	0	0	0	2600	0	1	0	0	0	0	7	0	0	0	1340129	1340166	0	0	0	0	0	0	0
102613	0	0	0	0	133044	0	0	0	0	0	0	7	0	0	1339835	1339873	0	1339911	1339948	0	0	0	0	0
102614	0	0	0	0	11434	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1340203	1340239	0	0
102615	0	0	0	0	29949	0	1	0	0	0	0	7	0	0	0	0	0	0	1340275	1340311	0	0	0	0
102616	1338733	1338770	1340347	1340347	547125	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
102617	1338835	0	1340375	0	573857	0	0	0	0	0	0	7	246	307	0	0	0	0	0	0	0	0	0	0
102621	1340408	0	1340443	0	1340474	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102622	1340408	0	1340443	0	1340474	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102623	1340408	0	1340509	0	1340474	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102624	1340408	0	1340545	0	1340474	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102625	1340408	0	1340545	0	1340474	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102626	1340408	0	1340580	0	1340474	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102627	0	0	0	0	1340616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102628	0	0	0	0	1110843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102629	0	0	0	0	1340633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102631	0	0	0	0	88575	0	0	0	0	0	0	7	0	0	973850	0	0	1340657	1340693	0	0	0	0	0
102632	1325293	0	1325383	0	1322340	0	0	0	0	0	0	10	366	285	0	0	0	0	0	0	0	0	0	0
102634	0	0	0	0	1131862	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
102641	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	923545	923579	0	0	0
102642	0	0	1195271	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1037981	1340729	0	1038013	1038044	0	0	0	0	0
102644	0	0	0	0	1219977	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
102647	0	0	0	0	987401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102654	1309154	0	1309211	0	1310392	0	0	0	0	0	5	13	0	0	0	0	0	0	0	0	0	0	0	0
102655	1309154	0	1309182	0	1310392	0	0	0	0	0	5	13	0	0	0	0	0	0	0	0	0	0	0	0
102656	1309154	0	1309271	0	1310392	0	0	0	0	0	5	13	0	0	0	0	0	0	0	0	0	0	0	0
102657	490303	0	1340761	0	1340788	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102658	1126246	1126271	1340838	1340838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1340863	0	0	1340889	1340914	0	0	0	0	0
102660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1340939	1340963	0	0	0
102661	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1340987	1341011	0	0
102662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1341035	0	0	0	0	0	0	0	0
102663	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1341061	1341086	0	0	0	0	0	0	0
102664	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	925862	1341111	0	0	0
102665	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	925862	1341147	0	0	0
102667	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	867849	867873	0	0
102668	1301923	0	1301953	0	1301979	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102669	1301923	0	1302070	0	1301979	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102670	1301923	0	1302039	0	1301979	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102671	1301923	0	1302009	0	1301979	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102672	1301683	0	1301889	0	1301747	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
102673	1301683	0	1301781	0	1301747	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
102674	1301683	0	1301853	0	1301747	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
102675	1301683	0	1301816	0	1301747	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
102676	1301683	0	1301717	0	1301747	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
102677	1301514	0	1301647	0	1306179	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102678	1301514	0	1301612	0	1306179	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102679	1301514	0	1301578	0	1306179	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102682	1301514	0	1301548	0	1306179	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102727	759273	0	759311	0	703898	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
102763	1341180	0	786346	0	1341204	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
102764	0	0	0	0	88770	0	0	1	0	0	0	7	0	0	1341222	0	0	132872	132902	0	0	0	0	0
102765	0	0	0	0	1131835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102775	1328796	0	1331264	0	1328847	0	0	0	0	0	0	7	247	369	0	0	0	0	0	0	0	0	0	0
102776	1328796	0	1331494	0	1328847	0	0	0	0	0	0	7	247	369	0	0	0	0	0	0	0	0	0	0
102777	1328796	0	1332349	0	1328847	0	0	0	0	0	0	7	247	369	0	0	0	0	0	0	0	0	0	0
102781	1288814	0	1288839	0	1288864	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
102798	0	0	0	0	1338043	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
102799	0	0	0	0	1341248	0	0	0	0	0	0	7	0	0	0	0	0	0	1164905	1341276	0	0	0	0
102800	0	0	0	0	1341248	0	0	0	0	0	0	7	0	0	0	0	0	0	1341310	1341341	0	0	0	0
102801	1341372	0	1341400	0	1341431	0	0	0	0	0	0	7	285	285	0	0	0	0	0	0	0	0	0	0
102802	1341459	1341492	1341525	1341525	1341560	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
102803	0	0	0	0	1341592	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1341621	1341655	0	0
102804	0	0	0	0	1165498	0	0	0	0	0	0	7	0	0	0	1341689	0	0	0	0	0	0	0	0
102805	0	0	0	0	1341248	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1341725	0	0	0	0
102806	0	0	0	0	1165058	0	0	0	0	0	0	7	0	0	1341759	1341795	0	1341831	1341866	0	0	0	0	0
102807	0	0	0	0	1165184	0	3	0	0	0	0	7	0	0	0	1341901	1341936	0	0	0	0	0	0	0
102808	0	0	0	0	1165277	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1341971	1342005	0	0	0
102809	0	0	0	0	1165058	0	0	0	1	0	0	7	0	0	1341759	1341795	0	1341831	1341866	1342039	1342073	0	0	0
102810	0	0	0	0	1342107	0	0	0	0	0	0	7	0	0	1341759	1341795	0	1341831	1341866	0	0	0	0	0
102811	0	0	0	0	1342136	0	2	0	0	0	0	7	0	0	0	1341901	1341936	0	0	0	0	0	0	0
102812	0	0	0	0	1342165	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1341971	1342005	0	0	0
102813	0	0	0	0	1342107	0	0	0	1	0	0	7	0	0	1341759	1341795	0	1341831	1341866	1342039	1342073	0	0	0
102814	0	0	0	0	1342194	0	0	0	0	0	0	7	0	0	0	1341689	0	0	0	0	0	0	0	0
102815	878472	0	878497	0	1288941	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
102816	1341372	0	1341400	0	1341431	0	0	0	0	0	0	7	248	306	0	0	0	0	0	0	0	0	0	0
102817	0	0	0	0	1341248	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1342224	0	0	0	0
102818	0	0	0	0	1341592	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1342258	1342292	0	0
102819	0	0	0	0	1342107	0	0	0	0	0	0	7	0	0	1342326	1342362	0	1342398	1342433	0	0	0	0	0
102820	0	0	0	0	1342136	0	2	0	0	0	0	7	0	0	0	1342468	1342503	0	0	0	0	0	0	0
102821	0	0	0	0	1342165	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1342538	1342572	0	0	0
102822	0	0	0	0	1342107	0	0	0	1	0	0	7	0	0	1342326	1342362	0	1342398	1342433	1342606	1342640	0	0	0
102823	0	0	0	0	1342194	0	0	0	0	0	0	7	0	0	0	1342674	0	0	0	0	0	0	0	0
102824	1341372	0	1342710	0	1341431	0	0	0	0	0	0	7	248	306	0	0	0	0	0	0	0	0	0	0
102825	1341459	1341492	1342741	1342741	1341560	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
102827	0	0	0	0	1341248	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1342776	0	0	0	0
102828	0	0	0	0	1342107	0	0	0	1	0	0	7	0	0	1342808	1342842	0	1342876	1342909	1342942	1342974	0	0	0
102829	0	0	0	0	1342194	0	0	0	0	0	0	7	0	0	0	1343006	0	0	0	0	0	0	0	0
102830	0	0	0	0	1341592	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1343040	1343072	0	0
102831	0	0	0	0	1342107	0	0	0	0	0	0	7	0	0	1342808	1342842	0	1342876	1342909	0	0	0	0	0
102832	0	0	0	0	1342136	0	2	0	0	0	0	7	0	0	0	1343104	1343137	0	0	0	0	0	0	0
102833	0	0	0	0	1342165	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1343170	1343202	0	0	0
102834	1341372	0	1343234	0	1341431	0	0	0	0	0	0	7	248	306	0	0	0	0	0	0	0	0	0	0
102835	1341459	1341492	1343263	1343263	1341560	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
102836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1343296	1343323	0	0	0	0	0	0	0
102837	1341372	0	1343234	0	1341431	0	0	0	0	0	0	7	248	306	0	0	0	0	0	0	0	0	0	0
102838	1341459	1341492	1343263	1343263	1341560	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
102839	1341459	1341492	1341525	1341525	1341560	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
102840	1341372	0	1341400	0	1341431	0	0	0	0	0	0	7	248	306	0	0	0	0	0	0	0	0	0	0
102841	1341372	0	1342710	0	1341431	0	0	0	0	0	0	7	248	306	0	0	0	0	0	0	0	0	0	0
102842	1341459	1341492	1342741	1342741	1341560	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
102843	1343350	0	1343382	0	1343414	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
102844	0	0	0	0	1343446	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
102845	1343350	0	1343473	0	1343414	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
102846	1343350	0	1343506	0	1343414	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
102847	1343350	0	1343538	0	1343414	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
102848	0	0	0	0	1343572	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
102850	945127	0	946178	0	1211367	0	0	0	0	0	0	10	249	305	0	0	0	0	0	0	0	0	0	0
102851	945127	0	945772	0	1211333	0	0	0	0	0	0	10	249	305	0	0	0	0	0	0	0	0	0	0
102852	945127	0	945153	0	1050196	0	0	0	0	0	0	10	249	305	0	0	0	0	0	0	0	0	0	0
102857	0	0	0	0	0	0	0	1	0	0	0	0	0	0	715398	715424	0	715450	715475	0	0	0	0	0
102858	0	0	0	0	2249	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1343591	1343615	0	0
102864	0	0	0	0	1343639	0	0	0	0	0	0	11	0	0	0	1343674	0	0	0	0	0	0	0	0
102865	0	0	0	0	1299729	0	4	0	0	0	0	11	0	0	0	0	0	0	0	0	1343715	1343754	0	0
102866	0	0	0	0	1299761	0	1	0	0	0	0	11	0	0	0	0	0	0	1343793	1343832	0	0	0	0
102867	0	0	0	0	1299633	0	3	0	0	0	0	11	0	0	0	0	0	0	0	1343871	1343910	0	0	0
102868	0	0	0	0	1299665	0	3	0	0	0	0	11	0	0	0	1343949	1343989	0	0	0	0	0	0	0
102869	0	0	0	0	1299697	0	0	0	0	0	0	11	0	0	1344029	0	0	1344070	1344110	0	0	0	0	0
102870	1344150	1344188	1300739	1300739	1344226	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
102871	1344263	0	1300774	0	1344296	0	0	0	0	0	0	11	285	285	0	0	0	0	0	0	0	0	0	0
102872	0	0	0	0	1344329	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	1343715	1343754	0	0
102873	0	0	0	0	1344363	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1343871	1343910	0	0	0
