field0	field1	field2	field3
231248	243	1304	66935
231249	227	1358	66935
231250	144	1391	66935
231251	98	1399	66935
231252	19	1395	66935
231253	-13	1312	66935
231254	-13	1258	66935
231255	2	1208	66935
231256	-283	1300	66939
231257	-213	1300	66939
231258	-146	1320	66939
231259	-113	1399	66939
231260	-150	1487	66939
231261	-234	1516	66939
231262	-288	1516	66939
231263	-342	1516	66939
231264	-392	1483	66939
231265	-412	1424	66939
231266	-392	1337	66939
231267	-342	1312	66939
231268	430	53	66941
231269	484	82	66941
231270	505	119	66941
231271	513	169	66941
231272	509	223	66941
231273	484	273	66941
231274	439	290	66941
231275	380	290	66941
231276	322	236	66941
231277	318	190	66941
231278	326	111	66941
231279	356	61	66941
231280	-1252	1508	66943
231281	-1160	1508	66943
231282	-1086	1528	66943
231283	-1061	1562	66943
231284	-1069	1616	66943
231285	-1131	1649	66943
231286	-1194	1661	66943
231287	-1248	1661	66943
231288	-1306	1661	66943
231289	-1343	1620	66943
231290	-1347	1557	66943
231291	-1322	1524	66943
231292	-1576	1769	66945
231293	-1534	1769	66945
231294	-1493	1769	66945
231295	-1435	1790	66945
231296	-1414	1819	66945
231297	-1414	1873	66945
231298	-1439	1940	66945
231299	-1514	1956	66945
231300	-1576	1940	66945
231301	-1613	1911	66945
231302	-1634	1861	66945
231303	-1634	1811	66945
231304	-1451	726	66949
231305	-1381	730	66949
231306	-1356	764	66949
231307	-1306	934	66949
231308	-1306	971	66949
231309	-1368	1000	66949
231310	-1426	984	66949
231311	-1460	951	66949
231312	-1489	897	66949
231313	-1514	826	66949
231314	-1530	764	66949
231315	-1518	735	66949
231316	-782	-333	66951
231317	-741	-333	66951
231318	-691	-274	66951
231319	-687	-224	66951
231320	-695	-175	66951
231321	-720	-150	66951
231322	-770	-133	66951
231323	-807	-133	66951
231324	-849	-150	66951
231325	-865	-208	66951
231326	-865	-254	66951
231327	-845	-316	66951
231328	-1081	24	66953
231329	-1011	57	66953
231330	-994	95	66953
231331	-994	140	66953
231332	-1040	190	66953
231333	-1077	219	66953
231334	-1115	223	66953
231335	-1177	207	66953
231336	-1202	178	66953
231337	-1219	124	66953
231338	-1189	65	66953
231339	-1144	32	66953
231340	-1061	257	66955
231341	-1002	273	66955
231342	-957	323	66955
231343	-944	410	66955
231344	-944	469	66955
231345	-1007	535	66955
231346	-1061	535	66955
231347	-1123	514	66955
231348	-1135	473	66955
231349	-1135	415	66955
231350	-1135	331	66955
231351	-1123	273	66955
231352	-1692	851	66957
231353	-1638	859	66957
231354	-1584	917	66957
231355	-1580	955	66957
231356	-1588	1042	66957
231357	-1647	1063	66957
231358	-1701	1063	66957
231359	-1763	1046	66957
231360	-1813	1009	66957
231361	-1821	959	66957
231362	-1780	892	66957
231363	-1734	863	66957
231364	-454	-682	66961
231365	-404	-665	66961
231366	-362	-644	66961
231367	-338	-594	66961
231368	-333	-544	66961
231369	-362	-490	66961
231370	-404	-474	66961
231371	-462	-478	66961
231372	-545	-499	66961
231373	-587	-565	66961
231374	-574	-603	66961
231375	-533	-653	66961
231376	3603	1148	66965
231377	3679	1194	66965
231378	3726	1271	66965
231379	3743	1334	66965
231380	3743	1398	66965
231381	3717	1440	66965
231382	3624	1466	66965
231383	3594	1457	66965
231384	3543	1368	66965
231385	3522	1292	66965
231386	3522	1211	66965
231387	3556	1160	66965
231388	1804	1207	66967
231389	1850	1216	66967
231390	1906	1271	66967
231391	1923	1339	66967
231392	1918	1411	66967
231393	1889	1479	66967
231394	1846	1508	66967
231395	1778	1521	66967
231396	1719	1462	66967
231397	1706	1364	66967
231398	1706	1300	66967
231399	1715	1237	66967
231400	3263	2467	66969
231401	3314	2467	66969
231402	3395	2471	66969
231403	3437	2510	66969
231404	3454	2565	66969
231405	3446	2607	66969
231406	3390	2650	66969
231407	3348	2666	66969
231408	3284	2654	66969
231409	3250	2616	66969
231410	3233	2577	66969
231411	3229	2526	66969
231412	3344	2289	66971
231413	3412	2289	66971
231414	3492	2306	66971
231415	3539	2336	66971
231416	3556	2386	66971
231417	3509	2442	66971
231418	3458	2442	66971
231419	3390	2442	66971
231420	3297	2433	66971
231421	3259	2420	66971
231422	3242	2361	66971
231423	3289	2302	66971
231424	4230	813	66973
231425	4264	825	66973
231426	4324	859	66973
231427	4358	893	66973
231428	4362	1037	66973
231429	4341	1063	66973
231430	4277	1088	66973
231431	4222	1076	66973
231432	4175	1020	66973
231433	4146	948	66973
231434	4146	872	66973
231435	4171	825	66973
231436	1212	1045	66976
231437	1213	1044	66977
231438	3233	231	66979
231439	3297	231	66979
231440	3369	231	66979
231441	3429	244	66979
231442	3433	291	66979
231443	3433	359	66979
231444	3348	448	66979
231445	3293	477	66979
231446	3238	477	66979
231447	3161	443	66979
231448	3144	388	66979
231449	3170	291	66979
231450	3139	1762	66980
231451	3159	1792	66981
231452	1867	312	66983
231453	1931	320	66983
231454	1969	371	66983
231455	1986	426	66983
231456	1990	482	66983
231457	1956	554	66983
231458	1872	554	66983
231459	1778	516	66983
231460	1736	452	66983
231461	1719	388	66983
231462	1732	333	66983
231463	1812	320	66983
231464	2665	329	66985
231465	2741	329	66985
231466	2792	354	66985
231467	2822	431	66985
231468	2818	482	66985
231469	2805	550	66985
231470	2746	613	66985
231471	2695	617	66985
231472	2618	605	66985
231473	2576	545	66985
231474	2563	435	66985
231475	2563	376	66985
231476	1995	1003	66987
231477	2058	1003	66987
231478	2101	1071	66987
231479	2101	1131	66987
231480	2101	1199	66987
231481	2033	1254	66987
231482	1956	1258	66987
231483	1914	1245	66987
231484	1880	1186	66987
231485	1880	1105	66987
231486	1897	1050	66987
231487	1935	1016	66987
231488	2987	1194	66989
231489	3034	1211	66989
231490	3093	1245	66989
231491	3093	1330	66989
231492	3047	1394	66989
231493	3004	1419	66989
231494	2953	1432	66989
231495	2886	1428	66989
231496	2864	1394	66989
231497	2860	1334	66989
231498	2881	1262	66989
231499	2928	1199	66989
231500	3013	2747	66991
231501	3127	2747	66991
231502	3191	2840	66991
231503	3191	2917	66991
231504	3170	2972	66991
231505	3127	3027	66991
231506	3055	3061	66991
231507	2941	3053	66991
231508	2890	3002	66991
231509	2873	2925	66991
231510	2903	2862	66991
231511	2949	2781	66991
231512	909	302	66992
231513	1308	460	66993
231514	1226	600	66994
231515	1220	1049	66995
231516	1225	1043	66996
231517	1506	907	66997
231518	1576	928	66998
231519	1241	601	66999
231521	1307	1621	67001
231522	3586	2030	67005
231523	3653	2034	67005
231524	3679	2064	67005
231525	3692	2136	67005
231526	3675	2170	67005
231527	3624	2213	67005
231528	3573	2230	67005
231529	3505	2230	67005
231530	3433	2174	67005
231531	3437	2119	67005
231532	3496	2073	67005
231533	3543	2047	67005
231558	1212	1048	67013
231559	1307	1621	67014
231560	1439	1804	67015
231561	1490	1826	67015
231562	1502	1845	67015
231563	1496	1905	67015
231564	1490	1917	67015
231565	1440	2013	67015
231566	1415	2018	67015
231567	1411	1991	67015
231568	1411	1877	67015
231569	1419	1832	67015
231570	1212	1048	67016
231571	1307	1621	67017
231572	1571	1620	67018
231573	1688	1781	67019
231574	1989	-1876	67021
231575	2045	-1876	67021
231576	2101	-1832	67021
231577	2120	-1782	67021
231578	2120	-1689	67021
231579	2052	-1651	67021
231580	1964	-1639	67021
231581	1883	-1645	67021
231582	1846	-1682	67021
231583	1840	-1745	67021
231584	1840	-1832	67021
231585	1883	-1869	67021
231586	1703	-1458	67023
231587	1802	-1445	67023
231588	1883	-1408	67023
231589	1946	-1327	67023
231590	1946	-1246	67023
231591	1921	-1196	67023
231592	1852	-1159	67023
231593	1771	-1152	67023
231594	1684	-1202	67023
231595	1640	-1302	67023
231596	1634	-1371	67023
231597	1646	-1445	67023
231598	1092	-2206	67025
231599	1135	-2206	67025
231600	1198	-2187	67025
231601	1241	-2125	67025
231602	1229	-2069	67025
231603	1185	-2019	67025
231604	1117	-1994	67025
231605	1073	-1994	67025
231606	992	-2006	67025
231607	967	-2050	67025
231608	967	-2137	67025
231609	1004	-2187	67025
231622	1447	-2605	67027
231623	1522	-2599	67027
231624	1565	-2574	67027
231625	1584	-2499	67027
231626	1565	-2424	67027
231627	1459	-2349	67027
231628	1372	-2337	67027
231629	1304	-2343	67027
231630	1291	-2399	67027
231631	1291	-2468	67027
231632	1329	-2555	67027
231633	1372	-2580	67027
231634	849	-2437	67031
231635	905	-2437	67031
231636	973	-2424	67031
231637	1029	-2362	67031
231638	1042	-2299	67031
231639	1042	-2250	67031
231640	992	-2193	67031
231641	886	-2181	67031
231642	817	-2212	67031
231643	780	-2287	67031
231644	774	-2374	67031
231645	786	-2418	67031
231646	188	-1813	67033
231647	263	-1813	67033
231648	356	-1794	67033
231649	431	-1732	67033
231650	418	-1645	67033
231651	369	-1595	67033
231652	281	-1564	67033
231653	181	-1564	67033
231654	138	-1626	67033
231655	125	-1689	67033
231656	119	-1738	67033
231657	125	-1807	67033
231658	-198	-3247	67035
231659	-123	-3241	67035
231660	-54	-3216	67035
231661	-5	-3122	67035
231662	1	-3054	67035
231663	-61	-2973	67035
231664	-179	-2954	67035
231665	-229	-2966	67035
231666	-273	-3023	67035
231667	-291	-3072	67035
231668	-298	-3141	67035
231669	-298	-3210	67035
231670	-110	-1913	67037
231671	-61	-1913	67037
231672	1	-1900	67037
231673	44	-1813	67037
231674	26	-1726	67037
231675	-5	-1676	67037
231676	-67	-1651	67037
231677	-160	-1657	67037
231678	-229	-1676	67037
231679	-279	-1770	67037
231680	-254	-1857	67037
231681	-198	-1894	67037
231694	-491	-1819	67039
231695	-391	-1819	67039
231696	-329	-1794	67039
231697	-210	-1639	67039
231698	-235	-1576	67039
231699	-329	-1539	67039
231700	-379	-1539	67039
231701	-453	-1545	67039
231702	-485	-1576	67039
231703	-522	-1632	67039
231704	-553	-1695	67039
231705	-541	-1788	67039
231707	2945	1675	67041
231850	-5177	-624	67075
231851	2759	871	67077
231852	2770	924	67078
231856	121	1180	67081
231857	143	1186	67081
231858	162	1211	67081
231859	162	1233	67081
231860	162	1264	67081
231861	149	1285	67081
231862	121	1288	67081
231863	100	1279	67081
231864	93	1267	67081
231865	87	1242	67081
231866	93	1208	67081
231867	106	1186	67081
231868	-187	808	67082
231869	-153	817	67082
231870	-132	845	67082
231871	-122	876	67082
231872	-125	917	67082
231873	-144	938	67082
231874	-172	941	67082
231875	-191	932	67082
231876	-212	910	67082
231877	-222	886	67082
231878	-222	845	67082
231879	-209	824	67082
231880	-26	985	67083
231881	1	985	67083
231882	19	1000	67083
231883	38	1025	67083
231884	38	1041	67083
231885	32	1075	67083
231886	1	1106	67083
231887	-36	1106	67083
231888	-51	1087	67083
231889	-67	1059	67083
231890	-64	1025	67083
231891	-51	1003	67083
231892	-247	600	67084
231893	2992	1927	67085
231894	3007	1935	67085
231895	3016	1954	67085
231896	3010	1981	67085
231897	2993	1995	67085
231898	2976	1997	67085
231899	2947	1977	67085
231900	2967	1928	67085
231902	2949	1947	67087
231903	2990	1885	67088
231904	3048	1942	67088
231905	3055	1951	67088
231906	2964	2033	67088
231907	2897	2033	67088
231908	2851	1994	67088
231909	2867	1903	67088
231910	2876	1891	67088
231911	2885	1888	67088
231914	2950	1944	67091
232062	695	3601	67126
232063	567	3583	67127
232064	873	4462	67128
232065	2979	1960	67129
232066	2982	1961	67130
232067	2726	2159	67131
232071	2815	1584	67135
232074	1308	460	67138
232075	1226	600	67139
232076	1244	603	67140
232077	1219	1048	67141
232078	1220	1049	67142
232079	1225	1043	67143
232089	421	3641	67147
232090	379	3465	67148
232091	453	3465	67148
232092	513	3488	67148
232093	573	3549	67148
232094	573	3611	67148
232095	573	3687	67148
232096	538	3766	67148
232097	439	3789	67148
232098	250	3780	67148
232099	247	3775	67148
232100	240	3572	67148
232101	282	3486	67148
232103	498	4009	67150
232104	407	3793	67151
232105	483	3800	67151
232106	545	3810	67151
232107	589	3847	67151
232108	596	3888	67151
232109	598	3951	67151
232110	587	3990	67151
232111	529	4024	67151
232112	439	4024	67151
232113	386	4024	67151
232114	354	3863	67151
232115	358	3821	67151
232117	498	4009	67153
232118	381	3821	67154
232119	423	3821	67154
232120	543	3830	67154
232121	594	3886	67154
232122	596	3934	67154
232123	580	3992	67154
232124	557	4020	67154
232125	478	4031	67154
232126	377	4041	67154
232127	367	3990	67154
232128	363	3916	67154
232129	363	3872	67154
232130	1458	1781	67155
232131	1525	1815	67155
232132	1459	2020	67155
232133	1422	2026	67155
232134	1402	2002	67155
232135	1389	1885	67155
232136	1395	1799	67155
232137	1424	1789	67155
232140	1307	1621	67158
232142	1677	1914	67160
232145	1307	1621	67163
232147	1677	1914	67165
232150	1307	1621	67168
232157	-2279	570	67171
232158	-2206	629	67171
232159	-2146	699	67171
232160	-2100	754	67171
232161	-2080	818	67171
232162	-2075	848	67171
232163	-2085	894	67171
232164	-2322	1044	67171
232165	-2374	1020	67171
232166	-2402	817	67171
232167	-2433	573	67171
232168	-2512	533	67172
232169	-2269	709	67173
232170	-2127	839	67173
232171	-2100	899	67173
232172	-2170	955	67173
232173	-2292	992	67173
232174	-2374	839	67173
232175	-2345	665	67174
232176	-2207	690	67174
232177	-2151	757	67174
232178	-2108	915	67174
232179	-2262	949	67174
232180	-2327	941	67174
232181	-2200	689	67175
232182	-2193	690	67175
232183	-2175	832	67175
232184	-2172	1013	67175
232185	-2372	972	67175
232186	-2302	735	67175
232187	-2465	527	67176
232188	-2489	491	67177
232189	-2491	491	67178
232190	-2490	491	67179
232191	-2545	499	67180
232192	-2512	533	67181
232195	-2599	633	67184
232196	-2517	770	67184
232197	-2514	777	67184
232198	-2540	836	67184
232199	-2589	899	67184
232200	-2670	706	67184
232201	-2686	667	67184
232202	-2576	792	67185
232203	-2718	782	67186
232204	-2576	792	67187
232205	-2758	488	67188
232206	-2742	498	67188
232207	-2678	940	67188
232208	-2680	963	67188
232209	-2701	971	67188
232210	-2868	1022	67188
232211	-2820	733	67188
232212	-2512	533	67189
232213	-2754	506	67190
232214	-2698	948	67190
232215	-2863	1015	67190
232216	-2819	721	67190
232217	-2791	452	67191
232218	-2767	455	67191
232219	-2747	489	67191
232220	-2735	527	67191
232221	-2790	933	67191
232222	-2844	1001	67191
232223	-2871	1002	67191
232224	-2880	967	67191
232225	-2892	821	67191
232226	-2897	740	67191
232227	-2875	661	67191
232228	1595	1935	67192
232231	1222	1031	67195
232232	1656	1934	67196
232235	1222	1031	67199
232236	661	1328	67200
232237	662	1329	67201
232238	660	1347	67202
232242	660	1347	67206
232246	1219	1048	67210
232327	1241	601	67224
232329	1214	256	67226
232330	1472	540	67226
232331	1595	647	67226
232332	1742	1363	67226
232333	1616	1427	67226
232334	1477	1425	67226
232335	1162	1353	67226
232336	927	1236	67226
232337	853	1124	67226
232338	787	633	67226
232339	766	372	67226
232340	992	156	67226
232341	1345	488	67227
232342	1212	1048	67228
232348	-1163	1046	67234
232384	-1155	669	67270
232385	-1035	732	67270
232386	-988	801	67270
232387	-1098	1200	67270
232388	-1121	1244	67270
232389	-1331	1210	67270
232390	-1504	1068	67270
232391	-1310	735	67270
232392	-1266	710	67270
232393	-1806	1177	67271
232394	-1803	930	67272
232405	-1671	922	67274
232406	-1610	988	67274
232407	-1596	1013	67274
232408	-1587	1120	67274
232409	-1593	1180	67274
232410	-1642	1194	67274
232411	-1701	1208	67274
232412	-1806	1094	67274
232413	-1855	1039	67274
232414	-1706	923	67274
232648	-1205	-186	67410
232649	-1160	-177	67410
232650	-1141	-128	67410
232651	-1215	164	67410
232652	-1250	219	67410
232653	-1321	270	67410
232654	-1350	277	67410
232655	-1418	277	67410
232656	-1431	222	67410
232657	-1424	186	67410
232658	-1260	-148	67410
232659	-1231	-180	67410
232660	-1270	-57	67411
232661	-1189	-9	67411
232662	-1421	457	67411
232663	-1489	576	67411
232664	-1563	641	67411
232665	-1734	757	67411
232666	-1843	802	67411
232667	-1927	750	67411
232668	-1724	241	67411
232669	-1721	238	67411
232670	-1395	-16	67411
232671	-1341	-51	67411
232672	-1118	-586	67412
232673	-1067	-579	67412
232674	-1018	-541	67412
232675	-999	-515	67412
232676	-983	-450	67412
232677	-1002	-383	67412
232678	-1118	-251	67412
232679	-1154	-247	67412
232680	-1199	-257	67412
232681	-1234	-296	67412
232682	-1231	-331	67412
232683	-1173	-550	67412
232684	-1465	-254	67413
232685	-1299	-380	67415
232686	-1465	-254	67416
232687	-1465	-254	67417
232688	-1792	255	67421
232691	-1465	-254	67421
232692	-1685	-102	67422
232693	-1424	12	67422
232694	-1395	45	67422
232695	-1402	119	67422
232696	-1424	170	67422
232697	-1450	196	67422
232698	-1511	241	67422
232699	-1569	254	67422
232700	-1782	238	67422
232701	-1840	199	67422
232702	-1837	154	67422
232703	-1750	-83	67422
232704	-1465	-254	67423
232705	-2335	1455	67426
232706	-2093	1480	67427
232707	-2500	1449	67428
232708	-2093	1480	67429
232709	-2457	1297	67430
232710	-2093	1480	67431
232711	-2319	1449	67432
232712	-2093	1480	67433
232713	-2470	1593	67434
232714	-2093	1480	67435
232715	-2620	1463	67436
232716	-2093	1480	67437
232717	-2448	1235	67438
232718	-2093	1480	67439
232719	-2712	1329	67440
232720	-2093	1480	67441
232721	-2458	1348	67442
232722	-2093	1480	67443
232723	-2308	1640	67444
232724	-2093	1480	67445
232725	-2294	1442	67446
232726	-2093	1480	67447
232727	-2490	1236	67448
232728	-2093	1480	67449
232729	-2696	1318	67450
232730	-2093	1480	67451
232731	-2375	1597	67452
232732	-2093	1480	67453
232733	-2473	1240	67454
232734	-2093	1480	67455
232735	-2672	1327	67456
232736	-2093	1480	67457
232738	1446	1619	67459
232739	1483	1667	67459
232740	1484	1732	67459
232741	1353	1947	67459
232742	1314	1947	67459
232743	1262	1937	67459
232744	1218	1893	67459
232745	1195	1861	67459
232746	1185	1814	67459
232747	1192	1774	67459
232748	1307	1686	67459
232749	1405	1621	67459
232750	1786	316	67460
232751	1908	387	67461
232752	1971	453	67461
232753	2020	543	67461
232754	1958	612	67461
232755	1859	653	67461
232756	1853	652	67461
232757	1829	631	67461
232758	1810	599	67461
232759	1805	494	67461
232760	1824	460	67461
232774	1906	385	67464
232775	1961	454	67464
232776	2014	536	67464
232777	2015	552	67464
232778	1960	618	67464
232779	1879	650	67464
232780	1859	648	67464
232781	1829	632	67464
232782	1822	627	67464
232783	1808	597	67464
232784	1797	498	67464
232785	1818	455	67464
232786	1848	412	67465
232787	1918	379	67466
232788	2004	500	67466
232789	2013	563	67466
232790	1943	630	67466
232791	1898	648	67466
232792	1843	642	67466
232793	1804	593	67466
232794	1784	485	67466
232795	1833	423	67466
232796	1870	382	67466
232797	1745	360	67467
232798	1923	150	67468
232875	2154	147	67536
232876	2290	147	67536
232877	2342	162	67536
232878	2382	175	67536
232879	2392	154	67538
232880	2383	248	67538
232881	2354	252	67538
232882	2290	176	67538
232883	2300	173	67538
232884	2348	160	67538
232885	2163	140	67539
232901	1738	364	67543
232903	1735	352	67545
232905	1738	364	67547
232907	1735	352	67549
232911	1738	364	67553
232913	1735	352	67555
232916	2271	987	67558
232918	2129	1459	67560
232920	2112	1199	67562
232922	2278	939	67564
232924	2112	1199	67566
232925	2039	1070	67567
232926	2039	1070	67568
232927	1873	1149	67569
232928	1918	1154	67569
232929	1924	1155	67569
232930	1930	1184	67569
232931	1927	1190	67569
232932	1890	1193	67569
232933	1864	1190	67569
232934	1858	1188	67569
232935	1853	1164	67569
232936	1855	1158	67569
232937	1950	959	67570
232938	1985	960	67570
232939	1988	962	67570
232940	2032	1003	67570
232941	2029	1009	67570
232942	1972	1054	67570
232943	1966	1055	67570
232944	1938	1032	67570
232945	1929	998	67570
232946	1929	991	67570
232947	2039	1070	67571
232948	1863	1141	67572
232949	1908	1143	67572
232950	1935	1169	67572
232951	1939	1185	67572
232952	1919	1204	67572
232953	1857	1199	67572
232954	1852	1189	67572
232955	1853	1175	67572
232956	1857	1151	67572
232957	1981	960	67573
232958	2024	996	67573
232959	2030	1012	67573
232960	2007	1030	67573
232961	1986	1043	67573
232962	1958	1050	67573
232963	1924	1020	67573
232964	1915	980	67573
232965	1954	967	67573
232966	1928	1084	67574
232967	2034	1074	67575
233052	2492	1055	67593
233053	2556	1089	67593
233054	2597	1151	67593
233055	2496	1258	67593
233056	2471	1283	67593
233057	2358	1340	67593
233058	2294	1306	67593
233059	2301	1211	67593
233060	2428	1082	67593
233061	2492	1055	67594
233062	2556	1089	67594
233063	2597	1151	67594
233064	2496	1258	67594
233065	2471	1283	67594
233066	2358	1340	67594
233067	2294	1306	67594
233068	2301	1211	67594
233069	2428	1082	67594
233070	2492	1052	67595
233071	2566	1076	67595
233072	2593	1141	67595
233073	2597	1151	67595
233074	2496	1258	67595
233075	2471	1283	67595
233076	2365	1363	67595
233077	2295	1315	67595
233078	2294	1306	67595
233079	2301	1211	67595
233080	2428	1082	67595
233081	2442	1074	67595
233082	2355	1109	67596
233083	2660	1203	67597
233085	2144	1481	67599
233086	2660	1203	67600
233088	2144	1481	67602
233089	2660	1203	67603
233091	2263	941	67605
233092	2660	1203	67606
233094	2263	941	67608
233095	2292	1607	67609
233096	2325	1632	67609
233097	2354	1691	67609
233098	2353	1700	67609
233099	2346	1740	67609
233100	2272	1869	67609
233101	2254	1876	67609
233102	2236	1748	67609
233103	2288	1609	67609
233106	2292	1607	67612
233107	2325	1632	67612
233108	2354	1691	67612
233109	2353	1700	67612
233110	2346	1740	67612
233111	2272	1869	67612
233112	2254	1876	67612
233113	2236	1748	67612
233114	2288	1609	67612
233127	2170	1447	67625
233128	2306	1651	67626
233129	2237	1733	67627
233130	2217	1844	67628
233133	2285	910	67631
233134	2306	1651	67632
233135	2237	1733	67633
233136	2217	1844	67634
233137	2341	1675	67635
233138	2285	1854	67636
233139	2347	1751	67637
233140	2272	1767	67638
233141	2341	1675	67639
233142	2285	1854	67640
233143	2347	1751	67641
233144	2272	1767	67642
233145	2418	1818	67643
233147	2169	1475	67645
233148	2418	1818	67646
233150	2169	1475	67648
233151	2418	1818	67649
233153	2272	897	67651
233154	2418	1818	67652
233156	2272	897	67654
233157	1988	1927	67655
233158	2090	1931	67655
233159	2129	2008	67655
233160	2089	2255	67655
233161	2027	2286	67655
233162	1950	2191	67655
233163	1902	2054	67655
233164	1946	1968	67655
233165	1869	2050	67656
233166	2008	1954	67657
233167	2029	1959	67657
233168	2057	1970	67657
233169	2066	1991	67657
233170	2056	2272	67657
233171	1983	2270	67657
233172	1929	2184	67657
233173	1927	2149	67657
233174	1979	1982	67657
233175	2003	1958	67657
233176	1866	2056	67658
233178	2053	1976	67660
233180	1990	2271	67662
233182	2043	2159	67664
233184	1933	2152	67666
233185	1866	2056	67667
233187	2053	1976	67669
233189	1990	2271	67671
233191	2043	2159	67673
233193	1933	2152	67675
233194	1866	2056	67676
233196	2053	1976	67678
233198	1990	2271	67680
233200	2043	2159	67682
233202	1933	2152	67684
233203	1866	2056	67685
233205	2053	1976	67687
233207	1990	2271	67689
233209	2043	2159	67691
233211	1933	2152	67693
233212	1866	2056	67694
233213	1991	2129	67695
233216	1866	2056	67698
233217	3137	2658	67699
233227	3020	3006	67703
233229	3137	2658	67705
233230	2893	2926	67706
233231	3066	3049	67707
233232	3054	3030	67708
233233	3571	2574	67709
233251	3617	2548	67713
233264	2355	1109	67715
233265	2740	2588	67716
233266	2774	2596	67716
233267	2712	2634	67716
233268	2665	2645	67716
233269	2669	2623	67716
233270	2682	2607	67716
233271	2518	2381	67717
233272	2593	2453	67717
233273	2566	2551	67717
233274	2471	2594	67717
233275	2444	2579	67717
233276	2373	2510	67717
233277	2727	2177	67718
233278	2795	2514	67719
233279	2772	2598	67719
233280	2703	2634	67719
233281	2671	2648	67719
233282	2672	2617	67719
233283	2559	2279	67720
233284	2593	2448	67720
233285	2571	2552	67720
233286	2472	2589	67720
233287	2335	2604	67720
233288	2271	2521	67720
233289	2266	2486	67720
233307	2508	2213	67723
233308	2678	2282	67723
233309	2799	2449	67723
233310	2793	2478	67723
233311	2746	2592	67723
233312	2714	2631	67723
233313	2663	2642	67723
233314	2474	2592	67723
233315	2372	2513	67723
233316	2347	2489	67723
233317	2721	2180	67724
233318	2727	2177	67725
233319	2595	2278	67726
233320	2648	2291	67726
233321	2818	2483	67726
233322	2739	2488	67726
233323	2510	2485	67726
233324	2453	2416	67726
233325	2553	2302	67726
233326	-2597	1244	67729
233327	-2240	1325	67729
233328	-2094	1433	67729
233329	-2169	1514	67729
233330	-2461	1590	67729
233331	-2638	1328	67729
233332	-2100	1476	67730
233333	-2101	1473	67732
233334	-2371	1206	67733
233335	-2262	1292	67733
233336	-2152	1409	67733
233337	-2126	1499	67733
233338	-2311	1565	67733
233339	-2314	1565	67733
233340	-2508	1556	67733
233341	-2528	1539	67733
233342	-2612	1435	67733
233343	-2628	1406	67733
233344	-2652	1307	67733
233345	-2632	1268	67733
233346	-2550	1195	67734
233347	-2322	1245	67734
233348	-2253	1320	67734
233349	-2196	1490	67734
233350	-2190	1515	67734
233351	-2309	1600	67734
233352	-2613	1435	67734
233353	-2628	1338	67734
233354	-2617	1215	67734
233355	-2093	1480	67735
233356	2496	2528	67736
233452	2396	392	67756
233453	2485	411	67756
233454	2409	832	67756
233455	2401	849	67756
233456	2028	795	67756
233457	2019	763	67756
233458	2058	656	67756
233459	2121	598	67756
233464	2660	754	67758
233465	2728	841	67758
233466	2727	897	67758
233467	2681	997	67758
233468	2673	1014	67758
233469	2505	948	67758
233470	2505	921	67758
233481	1924	1371	67761
233482	2033	1416	67761
233483	2127	1459	67761
233484	2194	1677	67761
233485	2105	1864	67761
233486	2017	1872	67761
233487	1995	1874	67761
233488	1952	1815	67761
233489	1893	1729	67761
233490	1840	1488	67761
233491	1836	1450	67761
233500	2034	1074	67764
233518	2528	3032	67770
233519	2691	3049	67770
233520	2744	3079	67770
233521	2475	3244	67770
233522	2462	3247	67770
233523	2460	3242	67770
233524	2440	3142	67770
233525	2446	3116	67770
233527	2465	3061	67770
233528	2583	3078	67773
233529	2639	3083	67773
233530	2679	3088	67773
233531	2690	3106	67773
233532	2690	3119	67773
233533	2484	3227	67773
233535	2470	3222	67773
233536	2533	3052	67776
233537	2686	3086	67776
233538	2691	3089	67776
233539	2674	3122	67776
233540	2476	3255	67776
233541	2475	3254	67776
233542	2426	3130	67776
233543	2444	3106	67776
233544	2476	3074	67776
233547	2531	594	67789
233591	2801	846	67880
233592	2813	848	67880
233593	2836	859	67880
233594	2841	946	67880
233595	2835	952	67880
233596	2756	973	67880
233597	2742	966	67880
233598	2720	953	67880
233599	2902	1126	66802
233600	2865	1061	66802
233601	2875	1007	66802
233602	3051	968	66802
233603	3054	1205	66803
233611	2788	1607	67883
233612	2743	2183	67884
233613	1967	3177	67885
233614	1967	3177	67886
233615	1765	2982	67887
233616	1967	3177	67888
233617	1887	3013	67889
233618	1967	3177	67890
233619	1822	3149	67891
233620	1967	3177	67892
233621	1967	3177	67893
233627	1912	3158	67895
233628	2004	3296	67895
233629	2016	3332	67895
233630	1998	3364	67895
233631	1979	3393	67895
233632	1940	3397	67895
233633	1899	3396	67895
233634	1870	3372	67895
233635	1848	3347	67895
233636	1852	3306	67895
233651	1711	2743	67899
233652	1796	2743	67899
233653	1901	2795	67899
233654	1925	2914	67899
233655	1889	3046	67899
233656	1838	3022	67899
233657	1708	2907	67899
233658	1705	2812	67899
233666	1967	3177	67902
233667	1826	2768	67903
233668	1891	2819	67903
233669	1908	2891	67903
233670	1912	3090	67903
233671	1841	3087	67903
233672	1751	2975	67903
233673	1736	2894	67903
233674	1733	2832	67903
233675	1742	2778	67903
233676	1805	2769	67903
233678	1967	3177	67905
233679	1771	2657	67906
233680	1767	2703	67907
233695	243	3826	67911
233696	287	3867	67911
233697	296	3904	67911
233698	298	3934	67911
233699	294	3974	67911
