field0	field1
26779	124234
26780	118076
26781	118483
26782	117983
26783	118021
26784	117915
26785	117923
26786	104298
26787	104299
26788	104300
26794	123762
26795	120484
26796	124415
26797	124417
26798	124420
26799	15237
26801	124334
26802	124442
26803	124443
26804	124444
26805	124445
26806	124446
26807	124447
26808	124448
26809	124449
26810	124450
26811	124451
26812	124452
26813	124453
26814	124454
26815	124455
26816	124456
26817	124457
26818	122030
26819	119481
26820	124459
26821	124460
26822	124461
26823	122015
26824	58309
26825	124463
26826	112266
26827	57037
26828	112265
26829	112264
26830	124466
26831	112430
26832	112429
26833	123781
26834	61648
26835	121183
26836	56814
26837	114282
