field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	field22	field23	field24	field25	field26	field27	field28	field29	field30	field31	field32	field33	field34
19291	0	18568	7552	813	288	0	0	1	675	0	1	3134	0	0	0	0	-1	0	300	750	4	501	0	0	0	0	0	0	0	0	0	0	0	0
19292	0	0	0	0	18569	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19293	0	0	429	0	814	0	11764	0	0	0	1	0	0	0	0	0	1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19294	0	0	429	0	19175	0	18571	0	0	0	34	0	0	512	0	0	15	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19295	0	0	0	0	13218	0	0	0	0	0	1	0	0	0	0	0	1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19296	0	0	0	0	18572	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19297	0	0	18573	18574	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	18575	0	0	0	0	0	0	0	0
19298	0	0	0	0	18576	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19299	0	0	18577	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19300	0	0	0	0	15139	0	0	0	0	0	2	0	0	0	0	0	3	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19301	0	18578	0	0	10310	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19302	0	0	0	0	18580	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19303	0	0	0	0	18581	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19304	0	0	18583	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	300	750	4	0	0	0	0	0	0	0	-1110651699	-1102263091	0	0	0	0
19305	0	0	18583	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	300	750	4	0	0	0	0	0	0	0	-1110651699	-1102263091	0	0	0	0
19306	0	0	18583	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	300	750	4	0	0	0	0	0	0	0	-1110651699	-1102263091	0	0	0	0
19307	0	0	18583	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	300	750	4	0	0	0	0	0	0	0	-1110651699	-1102263091	0	0	0	0
19308	0	0	18583	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	300	750	4	0	0	0	0	0	0	0	-1110651699	-1102263091	0	0	0	0
19309	0	18586	18587	0	0	0	0	1	4978	0	2	0	0	5	0	0	4	0	300	750	4	1501	0	0	0	0	0	0	0	0	0	0	0	0
19310	0	0	38	6804	235	0	0	1	3107	1	2	0	0	1	0	0	-1	0	300	750	14	0	0	0	0	0	0	0	0	0	0	0	0	0
19311	0	0	0	18242	18588	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19312	0	0	1624	0	18589	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19313	0	0	11190	0	0	0	0	0	0	0	1	0	0	2	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19314	0	0	0	0	18590	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19315	0	0	0	13099	0	0	0	0	0	0	1	3011	0	0	0	0	-1	100	300	750	6	0	0	0	0	0	0	0	0	0	0	0	0	0
19316	0	217	218	0	18591	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19317	0	0	0	0	0	0	18592	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19318	0	0	7401	117	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	16874	0	0	0	0	0	0	0
19319	0	0	0	728	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	1000	1000	7	0	0	0	18595	0	0	0	0	0	0	0	0	0
19320	0	0	0	0	18594	0	0	1	4415	0	1	0	0	0	0	0	-1	0	300	750	4	121	0	0	0	0	0	0	0	0	0	0	0	0
19321	0	0	0	0	0	0	0	1	192	0	1	0	0	0	0	0	-1	0	100000	1000	11	0	0	0	0	0	0	0	0	0	0	0	0	0
19322	0	0	0	0	18596	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19323	0	0	0	0	18597	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19324	0	0	0	16875	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19325	0	7402	118	13424	0	0	0	1	5879	0	1	3256	0	1	0	0	-1	0	300	750	4	101	0	0	0	0	0	0	0	0	0	0	0	0
19326	0	0	0	0	18598	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19327	0	0	0	0	16554	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19328	0	0	0	0	0	0	18582	0	0	0	1	0	0	1	0	0	2	0	300	750	4	0	0	0	0	0	0	0	-1110651699	-1102263091	0	0	0	0
19329	0	0	0	0	0	0	18599	0	0	0	1	0	0	64	0	0	5	0	300	750	4	1884	0	0	0	0	0	0	0	0	0	0	0	0
19330	0	0	18600	728	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	1000	1000	7	0	0	0	0	0	0	0	0	0	0	0	0	0
19331	0	15536	517	0	349	0	0	1	4332	0	1	0	0	0	0	0	-1	0	300	750	4	13	0	0	16849	0	0	0	0	0	0	0	0	0
19332	0	0	0	0	18601	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19333	0	0	0	18602	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19334	0	0	18605	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19335	0	0	0	0	18606	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19336	0	0	118	117	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19337	0	0	813	0	6742	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	11757	0	0	0	0	0	0	0
19338	0	0	7213	0	18607	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19339	0	0	18608	0	0	0	0	1	4328	0	2	0	0	5	0	213	3	0	300	750	4	0	0	0	0	17278	0	0	0	0	0	0	0	0
19340	0	0	18609	0	18611	0	0	1	6279	0	2	0	0	5	0	18348	3	0	300	750	4	0	0	0	0	18612	0	0	0	0	0	0	0	0
19341	0	4289	167	0	0	0	0	1	4328	0	1	0	0	1	0	18652	-1	0	300	750	4	2861	0	0	0	0	0	0	0	0	0	0	0	0
19342	0	0	0	0	18613	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19343	0	0	0	12379	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19344	0	0	0	18614	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19345	0	0	0	18615	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19346	0	0	0	0	18616	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19347	0	0	15413	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19348	0	0	0	18617	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19349	0	0	0	18618	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19350	0	0	18347	18400	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19351	0	7428	730	9849	0	0	0	1	322	0	1	12976	0	1	0	0	3	100	300	750	6	0	0	0	0	0	0	0	0	0	0	0	0	0
19352	0	18619	11163	14683	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19353	0	186	189	0	18620	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19354	0	0	947	0	0	0	0	0	0	0	1	0	0	0	0	18622	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19355	0	0	492	18623	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19356	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18624	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19357	0	0	0	0	18625	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19358	0	0	0	0	18626	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19359	0	0	18967	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19360	0	0	0	0	18627	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19361	0	18535	0	0	18628	18535	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19362	0	0	0	0	18629	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19363	0	217	218	18630	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19364	0	0	18631	14953	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19365	0	0	0	0	18632	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19366	0	0	18633	0	0	0	0	0	0	0	0	0	0	0	0	11485	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19367	0	0	7213	12839	349	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19368	0	0	18635	608	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19369	0	0	17243	0	0	0	0	0	0	0	1	0	0	0	0	18636	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19370	0	0	0	0	18637	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19371	0	0	11726	158	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19372	0	18638	72	18639	0	0	0	1	8301	0	1	3087	0	1	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19373	0	0	0	0	18641	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19374	0	6777	7401	18642	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19375	0	0	7552	2350	0	0	0	1	2042	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19376	0	18643	18644	18645	0	0	0	0	0	0	1	0	0	5	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19377	0	0	0	0	18646	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19378	0	0	0	0	18647	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19379	0	0	0	0	13541	0	0	0	0	0	1	0	0	0	0	18651	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19380	0	0	0	0	18648	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19381	0	124	321	283	0	0	0	0	0	0	1	0	0	0	0	0	4	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19382	0	0	18649	18650	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19383	0	0	0	0	18653	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19384	0	0	0	0	18654	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19385	0	0	18656	276	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19386	0	114	118	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19387	0	0	0	0	235	0	18657	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19388	0	0	0	0	18658	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19389	0	0	0	0	0	0	18659	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19390	0	0	8220	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19391	0	6777	12547	18660	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19392	0	0	0	19238	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19393	0	0	0	18662	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19394	0	0	0	15609	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19395	0	0	172	18861	0	0	0	1	8309	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19396	0	0	0	0	18668	0	0	0	0	0	0	0	0	0	0	984	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19397	0	0	18669	18670	0	0	0	1	5679	0	2	0	0	5	0	0	-1	0	300	750	4	1924	0	0	0	0	0	0	0	0	0	0	0	0
19398	0	195	18680	4991	3531	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19399	0	199	18672	4991	3531	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19400	0	201	18673	4991	3531	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19401	0	0	18674	10282	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19402	0	0	7921	18675	18677	0	0	1	8317	0	1	0	0	1	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19403	0	198	18679	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19404	0	0	18681	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19405	0	0	11298	608	0	0	0	0	0	0	1	3011	0	1	0	0	1	0	300	750	4	0	0	0	0	0	0	0	0	-1066401792	0	0	0	0
19406	0	0	0	0	18682	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19407	0	0	18683	828	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19408	0	0	844	0	18684	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19409	0	0	0	0	18686	0	18685	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19410	0	0	172	18687	16742	0	0	1	3366	0	1	18189	0	1	0	0	-1	0	300	750	4	13	0	0	0	0	0	0	0	0	0	0	0	0
19411	0	0	13698	0	18688	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19412	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	18689	0	0	0	0	0	0	0	0	0
19413	0	0	18744	0	18690	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19414	0	0	0	0	18691	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19415	0	0	18692	18862	7162	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19416	0	0	181	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19417	0	0	0	0	18695	0	0	0	0	0	2	0	0	0	0	0	5	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19418	0	0	0	18694	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19419	0	0	0	18241	18696	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19420	0	0	11919	14927	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	18726	0	0	0	0	0	0	0	0
19421	0	0	11919	0	0	0	0	1	7030	0	1	0	0	0	0	0	-1	0	300	750	4	0	17743	0	0	0	0	0	0	0	0	0	0	0
19422	0	19000	19001	18975	985	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	18698	0	0	0	0	0	0	0	0
19423	0	0	0	18697	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19424	0	18700	0	0	0	0	0	1	4021	0	2	3011	0	1	0	0	5	100	300	750	6	224	0	0	0	7501	0	0	0	0	0	0	0	0
19425	0	0	18699	728	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	1000	1000	7	0	0	0	0	0	0	0	0	0	0	0	0	0
19426	0	0	0	19018	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	18990	0	0	0	0	0	0	0	0
19427	0	0	0	0	0	0	0	1	2973	0	1	10013	0	1	0	0	1	100	300	750	6	2893	0	0	0	0	0	0	0	0	0	0	0	0
19428	0	0	0	0	18701	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19429	0	60	38	0	0	0	0	1	7949	0	1	0	0	0	0	0	-1	0	300	750	4	13	0	0	0	0	0	0	0	0	0	0	0	0
19430	0	0	18702	8508	18703	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19431	0	0	0	0	18704	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	1985	0	0	0	0	0	0	0	0	0	0	0	0
19432	0	0	18702	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19433	0	0	0	0	18707	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19434	0	18712	1964	18714	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19435	0	36	181	0	18710	18713	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19436	0	0	0	0	0	0	0	1	8335	0	2	0	0	0	0	0	2	0	300	750	4	2895	0	0	0	18722	0	0	0	1067030938	0	0	0	0
19437	0	0	0	0	18715	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19438	0	166	0	0	0	0	0	0	0	0	1	3782	23288	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19439	0	0	18716	283	0	0	0	0	0	0	1	0	0	0	0	0	1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19440	0	0	18716	0	0	0	0	0	0	0	1	0	0	0	0	282	2	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19441	0	0	18717	437	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19442	0	0	0	0	18718	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19443	0	18719	18720	0	0	0	18721	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19444	0	3790	0	18724	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19445	0	0	0	18723	0	0	0	1	8335	0	1	3013	0	1	0	0	2	0	300	750	4	2895	0	0	0	18722	0	0	0	1067030938	0	0	0	0
19446	0	0	18406	0	18725	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19447	0	0	0	0	16383	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19448	0	0	10688	14505	0	0	0	0	0	0	1	0	0	0	0	0	-1	100	300	750	6	0	0	0	0	0	0	0	0	0	0	0	0	0
19449	0	171	172	0	0	0	0	1	6305	0	1	7140	0	1	0	0	-1	0	300	750	4	361	0	0	0	0	0	0	0	0	0	0	0	0
19450	0	0	0	0	18728	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19451	0	0	0	0	0	0	0	0	0	0	1	0	0	0	18729	18729	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19452	0	0	0	18730	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19453	0	0	0	0	18731	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19454	0	2149	0	0	18732	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19455	0	0	0	0	0	0	19089	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19456	0	0	18954	0	0	0	11273	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19457	0	0	18734	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19458	0	0	0	0	18733	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19459	0	0	0	0	18736	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19460	0	60	38	10688	0	0	0	1	4727	0	1	20565	0	0	0	0	-1	0	300	750	4	701	0	0	0	0	0	0	0	0	0	0	0	0
19461	0	18737	18738	0	18739	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19462	0	18036	18037	19066	0	0	0	1	6721	0	1	22000	0	0	0	0	-1	0	300	750	4	701	0	0	0	0	0	0	0	0	0	0	0	0
19463	0	0	11280	0	0	0	18740	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19464	0	0	0	0	0	0	0	1	8673	0	2	0	0	0	0	0	5	0	300	750	4	13	18741	0	0	19439	0	0	0	0	0	0	0	0
19465	0	0	18743	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19466	0	0	7920	18745	0	0	0	1	8317	0	1	0	0	1	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19467	0	0	18747	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19468	0	0	10123	7718	16677	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19469	0	11552	6936	14463	0	0	0	1	3006	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19470	0	0	0	0	18749	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19471	0	0	18750	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19472	0	18752	18753	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19473	0	0	18750	0	0	0	0	1	8317	0	1	0	0	0	0	0	-1	0	300	750	4	13	0	0	0	0	0	0	0	0	0	0	0	0
19474	0	0	172	283	0	0	0	1	2962	0	1	3318	0	37	0	0	-1	0	300	750	4	24	0	0	0	0	0	0	0	0	0	0	0	0
19475	0	0	18750	0	0	0	0	1	8317	0	1	0	0	0	0	0	-1	0	300	750	4	13	0	0	0	0	0	0	0	0	0	0	0	0
19476	0	0	0	0	18754	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
19477	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	18751	0	0	0	0	0	0	0	0	0
