field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18
5383	58480	52193	53039	52078	0	0	0	0	8	1	3	5	0	0	0	0	0	0
5384	58480	52178	56516	52078	0	0	0	0	8	8	2	5	0	0	0	0	0	0
5385	58480	52191	53039	52078	0	0	0	0	8	2	4	5	0	0	0	0	0	0
5386	58480	56516	53039	52078	0	0	0	0	8	6	4	5	0	0	0	0	0	0
5394	70994	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5395	70997	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5396	70999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5397	71000	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5398	71017	71015	71016	71008	0	0	0	0	0	1	1	1	0	0	0	0	0	0
5399	52980	61981	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0
5400	54440	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
5401	52980	0	52327	0	0	0	0	0	3	0	15	0	0	0	0	0	0	0
5402	53039	67749	60224	52192	0	0	0	0	1	4	5	2	0	0	0	0	0	0
5403	53039	58480	39684	40533	52078	0	0	0	5	8	1	1	5	0	0	0	0	0
5406	71083	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5407	43126	0	0	0	0	39502	0	0	3	0	0	0	0	1	0	0	0	0
5408	71017	71015	71016	71008	0	0	0	0	1	0	1	1	0	0	0	0	0	0
5409	71017	71015	71016	71008	0	0	0	0	1	1	0	1	0	0	0	0	0	0
5410	71017	71015	71016	71008	0	0	0	0	1	1	1	0	0	0	0	0	0	0
5411	52980	52327	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0
5412	52979	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5413	71807	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5414	71807	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5415	71807	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5416	71807	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5417	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5418	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5419	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5420	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5421	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5422	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5423	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5424	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5425	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5426	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5427	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5428	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5429	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5430	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5431	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5432	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5433	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5434	71810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5435	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5436	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5437	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5438	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5439	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5440	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5441	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5442	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5443	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5444	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5445	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5446	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5447	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5448	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5449	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5450	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5451	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5452	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5453	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5454	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5455	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5456	71808	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5457	71809	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5458	71809	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5459	71809	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5460	71809	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5461	71809	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5462	71809	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5463	71809	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5464	71809	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5465	71809	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5466	71809	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5467	71809	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5468	71809	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5469	71805	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5470	71805	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5471	71805	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5472	71805	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5473	71805	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5474	71806	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5475	71806	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5476	71806	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5477	71806	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5478	71806	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5479	71083	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5480	52191	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
5481	52192	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
5482	52193	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
5483	52194	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
5484	52190	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
5485	52195	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
5487	71967	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
5489	2320	6260	6529	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0
5490	71083	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5491	54440	71998	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0
5492	54440	71998	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0
5493	54440	71998	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0
5494	54440	71998	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0
5495	58480	52329	52078	71998	0	0	0	0	8	40	4	8	0	0	0	0	0	0
5496	58480	52325	52078	71998	0	0	0	0	8	40	4	8	0	0	0	0	0	0
5497	58480	53039	52078	71998	0	0	0	0	8	10	4	8	0	0	0	0	0	0
5498	58480	52329	52078	71998	0	0	0	0	4	30	2	4	0	0	0	0	0	0
5499	58480	52325	0	52078	71998	0	0	0	4	30	0	2	4	0	0	0	0	0
5500	58480	53039	52078	71998	0	0	0	0	4	10	2	4	0	0	0	0	0	0
5501	52980	52329	52078	71998	0	0	0	0	8	40	4	8	0	0	0	0	0	0
5502	52980	52979	52078	71998	0	0	0	0	8	40	4	8	0	0	0	0	0	0
5503	52980	52325	52328	52078	71998	0	0	0	8	20	20	4	8	0	0	0	0	0
5504	52980	52979	52325	52327	52078	71998	0	0	8	25	10	10	4	8	0	0	0	0
5505	52980	52329	52326	52328	52078	71998	0	0	4	10	10	10	2	4	0	0	0	0
5506	52980	52979	52328	52078	71998	0	0	0	4	20	30	2	4	0	0	0	0	0
5507	52980	52325	52328	52078	71998	0	0	0	4	20	20	2	4	0	0	0	0	0
5508	52980	52979	52329	52078	71998	0	0	0	4	20	20	2	4	0	0	0	0	0
5509	19299	1645	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
5511	71083	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5512	2320	2604	6260	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
5513	30817	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
5516	72092	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5517	72093	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5518	72094	72103	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
5519	4305	2325	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0
5521	71083	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5522	71083	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5523	39354	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5524	72162	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
5531	72988	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5532	72988	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
5533	72988	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5534	73799	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
5536	52329	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
5537	73853	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5538	74249	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5539	74249	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5540	74249	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5541	74249	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5542	73901	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5559	74250	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5560	74252	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5566	74832	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5567	74866	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5568	74833	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5569	74856	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5570	74834	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
5571	74835	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5572	74836	74841	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
5573	74662	74861	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
5574	74856	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5575	74837	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5576	74661	74863	74842	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0
5577	74857	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5578	74859	74843	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
5579	74662	74838	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
5580	74839	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5581	74860	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5582	74662	74844	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
5583	74249	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
5584	74249	74250	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0
5585	74249	74250	74251	74247	74248	0	0	0	1	1	1	1	1	0	0	0	0	0
5586	0	0	0	74248	0	0	0	0	0	0	0	3	0	0	0	0	0	0
5587	0	0	0	74248	0	0	0	0	0	0	0	3	0	0	0	0	0	0
5588	0	0	0	74248	0	0	0	0	0	0	0	3	0	0	0	0	0	0
5589	74249	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
5590	74249	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
5591	74249	74250	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0
5592	0	74250	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
5593	74249	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
5594	0	0	74247	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
5595	74249	74251	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
5596	0	74250	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
5597	74249	74250	74251	74247	74248	0	0	0	1	1	1	1	1	0	0	0	0	0
5598	74249	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
5599	74249	74250	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
5600	0	0	74247	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
5601	74249	74251	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0
5602	74249	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
5603	74249	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
5604	74249	74250	74247	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0
5605	0	74251	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
5606	74249	0	74247	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0
5607	0	74250	0	74248	0	0	0	0	0	8	0	10	0	0	0	0	0	0
5608	0	0	74247	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
5609	74249	0	0	74248	0	0	0	0	6	0	0	10	0	0	0	0	0	0
5610	74249	0	74247	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0
5611	74249	74250	0	74248	0	0	0	0	4	4	0	10	0	0	0	0	0	0
5612	0	74251	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
5613	74256	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5615	74748	74750	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
5623	52722	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5634	0	75008	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
5636	74853	75014	74849	74864	0	0	0	0	1	5	5	5	0	0	0	0	0	0
5637	74853	75015	74850	74865	0	0	0	0	1	10	10	10	0	0	0	0	0	0
5642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5645	72238	76059	76057	3371	0	0	0	0	4	12	12	1	0	0	0	0	0	0
5648	76133	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5666	76138	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5667	76138	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5668	76138	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5669	76138	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5670	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5671	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5672	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5673	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5674	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5675	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5676	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5677	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5678	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5679	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
5716	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5717	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5718	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5719	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5720	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5721	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5722	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5723	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5724	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5725	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5726	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5727	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5728	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5729	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5730	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5731	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5732	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5733	76137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5734	76133	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5735	76133	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5736	76133	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5737	76133	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5738	76136	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5739	76136	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5740	76136	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5741	76136	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5742	76136	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5743	76135	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5744	76135	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5745	76135	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5746	76135	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5747	76135	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5748	76135	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5749	76135	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5750	76135	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5751	76135	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5752	76135	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5753	76135	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5754	76135	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5755	76134	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5756	76134	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5757	76134	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5758	76134	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5759	76134	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5760	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5761	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5762	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5763	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5764	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5765	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5766	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5767	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5768	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5769	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5770	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5771	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5772	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5773	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5774	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5775	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5776	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5777	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5778	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5779	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5780	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5781	76130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5782	76141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5783	76141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5784	76141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5785	76141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5786	76141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5787	76141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5788	76141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5789	76141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5790	76141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5791	76141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5792	76141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5793	76141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5794	76131	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5795	76131	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5796	76131	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5797	76131	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5798	76131	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5799	76142	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5800	76142	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5801	76142	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5802	76142	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5803	76142	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5804	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5805	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5806	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5807	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5808	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5809	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5810	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5811	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5812	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5813	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5814	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5815	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5816	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5817	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5818	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5819	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5820	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5821	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5822	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5823	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5824	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5825	76140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5826	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5827	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5828	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5829	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5831	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5832	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5833	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5834	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5835	76139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5836	76132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5837	76132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5838	76132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5839	76132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5840	76132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5841	76132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5842	76132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5843	76132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5844	76132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5845	76132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5846	76132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5847	76132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5848	76132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5849	76132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
